date,rainfall (mm),temperature (C)
00:29.2,0,27.15416667
00:29.2,0.42,27.92083333
00:29.2,10.21,27.75
00:29.2,1.81,27.34583333
00:29.2,7.62,27.86666667
00:29.2,0.63,27.875
00:29.2,0.4,27.70416667
00:29.2,1.02,27.97083333
00:29.2,0,28.02083333
00:29.2,0.82,27.02083333
00:29.2,0,26.9625
00:29.2,0.02,26.9625
00:29.2,0,27.525
00:29.2,23.81,26.8875
00:29.2,80.43,26.5125
00:29.2,6.81,26.84166667
00:29.2,0,27.625
00:29.2,0,27.7375
00:29.2,0,28.19583333
00:29.2,41.81,28.50416667
00:29.2,0.65,25.65416667
00:29.2,0,27.575
00:29.2,0,27.60833333
00:29.2,0.81,27.01666667
00:29.2,0,27.65416667
00:29.2,0.41,28.05833333
00:29.2,2.26,26.27083333
00:29.2,0.01,27.13333333
00:29.2,0,27.32916667
00:29.2,2.41,27.05416667
00:29.2,10.01,26.98333333
00:29.2,0,27.46666667
00:29.2,0.22,27.4
00:29.2,4.44,26.7875
00:29.2,0,27.57916667
00:29.2,0,27.49583333
00:29.2,0,27.04583333
00:29.2,0,27.73333333
00:29.2,0,28.02083333
00:29.2,0,28.04166667
00:29.2,4.6,27.92916667
00:29.2,0.02,27.80416667
00:29.2,0,28.175
00:29.2,0.82,27.7625
00:29.2,3.21,27.5625
00:29.2,10.82,27.75833333
00:29.2,54.83,27.59583333
00:29.2,0.42,28.22916667
00:29.2,0,28.90416667
00:29.2,0,29.5375
00:29.2,2.62,28.95416667
00:29.2,2.05,26.99166667
00:29.2,77.61,26.95
00:29.2,10.21,26.82916667
00:29.2,5.06,26.625
00:29.2,0,27.95
00:29.2,0.41,28.35416667
00:29.2,0.61,28.63333333
00:29.2,23.83,28.85
00:29.2,16.21,28.44166667
00:29.2,34.24,26.86666667
00:29.2,0,28.475
00:29.2,2.61,28.56666667
00:29.2,37.81,26.75416667
00:29.2,122.41,26.825
00:29.2,5.82,27.14583333
00:29.2,38.22,27.12916667
00:29.2,0.22,27.825
00:29.2,1.4,26.675
00:29.2,0,28.62083333
00:29.2,0,28.56666667
00:29.2,0,28.87083333
00:29.2,0.21,28.79166667
00:29.2,41.64,27.9
00:29.2,0.61,27.275
00:29.2,0,27.90833333
00:29.2,0,28.4875
00:29.2,0,28.03333333
00:29.2,0,28.50416667
00:29.2,0,28.9375
00:29.2,0.4,29.28333333
00:29.2,23.62,28.15416667
00:29.2,7.63,27.3125
00:29.2,0,28.51666667
00:29.2,3.23,26.10833333
00:29.2,0,27.35833333
00:29.2,0,28.41666667
00:29.2,57.23,26.625
00:29.2,17.21,27.95416667
00:29.2,9.43,27.06666667
00:29.2,0,28.20416667
00:29.2,0,28.64583333
00:29.2,50.2,27.85416667
00:29.2,0.8,26.7
00:29.2,48.41,25.69583333
00:29.2,0.22,26.8875
00:29.2,0.2,27.675
00:29.2,0,27.75833333
00:29.2,0,27.4875
00:29.2,0,27.53333333
00:29.2,2.6,28.125
00:29.2,1.81,28.32916667
00:29.2,0,27.87083333
00:29.2,3.24,27.52916667
00:29.2,8.84,26.20416667
00:29.2,0,26.86666667
00:29.2,6.41,27.05833333
00:29.2,47.46,25.85
00:29.2,0.81,26.4
00:29.2,0.62,27.00833333
00:29.2,0.01,27.86666667
00:29.2,0,27.84583333
00:29.2,29.44,26.825
00:29.2,1.41,27.64166667
00:29.2,6.82,27.14583333
00:29.2,4.03,26.75833333
00:29.2,3.41,27.13333333
00:29.2,0.02,27.92916667
00:29.2,169.86,26.8875
00:29.2,31.44,26.79166667
00:29.2,61.21,26.44166667
00:29.2,2.63,26.07083333
00:29.2,0,27.59583333
00:29.2,0,27.9625
00:29.2,0,28.125
00:29.2,16.21,26.67083333
00:29.2,0.8,27.50416667
00:29.2,0,28.34166667
00:29.2,20.61,26.71666667
00:29.2,0,28.1
00:29.2,0,28.52083333
00:29.2,1.61,29.1
00:29.2,0.21,28.44583333
00:29.2,0,28.94583333
00:29.2,0,29.1875
00:29.2,2.01,28.8125
00:29.2,107.62,26.925
00:29.2,0,27.88333333
00:29.2,0.2,28.64166667
00:29.2,0.41,27.2375
00:29.2,0,28.5375
00:29.2,0,28.8625
00:29.2,0,28.32083333
00:29.2,0,29.0375
00:29.2,0,29.10416667
00:29.2,36.41,27.77083333
00:29.2,0,28.72083333
00:29.2,53.43,26.54583333
00:29.2,18.21,27.67083333
00:29.2,8.83,28.44166667
00:29.2,0.62,27.025
00:29.2,5.65,26.55
00:29.2,0.84,27.82916667
00:29.2,7.62,28.07916667
00:29.2,28.03,27.12083333
00:29.2,29.2,27.20416667
00:29.2,17.27,26.13333333
00:29.2,22.83,26.34583333
00:29.2,63.85,25.93333333
00:29.2,85.66,25.80833333
00:29.2,7.82,26.10416667
00:29.2,0,26.82083333
00:29.2,93.22,26.60416667
00:29.2,1.02,25.93333333
00:29.2,48.42,26.64166667
00:29.2,11.02,26.36666667
00:29.2,1.02,26.7
00:29.2,16.41,26.54583333
00:29.2,11.61,26.55
00:29.2,68.44,26.20833333
00:29.2,18.02,25.90416667
00:29.2,2.46,25.40833333
00:29.2,3.61,26.175
00:29.2,0.01,27.0125
00:29.2,0,27.6625
00:29.2,26.23,27.25
00:29.2,5.42,26.20416667
00:29.2,18.01,26.45416667
00:29.2,0,27.1375
00:29.2,0.02,27.8875
00:29.2,0.8,28.05833333
00:29.2,12.64,27.45833333
00:29.2,1.02,27.2375
00:29.2,90.03,24.85416667
00:29.2,0.4,25.37916667
00:29.2,0,26.47083333
00:29.2,0,27.2
00:29.2,1.2,28.01666667
00:29.2,10.04,26.30833333
00:29.2,36.83,24.7625
00:29.2,0,27.275
00:29.2,40.21,27.2125
00:29.2,0,27.78333333
00:29.2,16.61,26.74583333
00:29.2,4.21,27.1125
00:29.2,37.82,26.82083333
00:29.2,0.02,26.9
00:29.2,21.2,27.925
00:29.2,13.42,27.15833333
00:29.2,5.82,27.48333333
00:29.2,156,25.34166667
00:29.2,90.24,24.97916667
00:29.2,4.01,26.925
00:29.2,2.21,26.63333333
00:29.2,5.2,26.31666667
00:29.2,0,28.175
00:29.2,1.21,28.3625
00:29.2,0.01,28.57916667
00:29.2,0,28.17083333
00:29.2,0,28.6875
00:29.2,7.81,28.55416667
00:29.2,0,28.72083333
00:29.2,0,28.44583333
00:29.2,0,28.53333333
00:29.2,0,28.65
00:29.2,5.83,27.75416667
00:29.2,5,28.10833333
00:29.2,18.81,26.77083333
00:29.2,99.2,26.28333333
00:29.2,0.02,26.47083333
00:29.2,1.61,27.05416667
00:29.2,4.04,26.15416667
00:29.2,0,27.17916667
00:29.2,5.22,27.60833333
00:29.2,0.82,27.30833333
00:29.2,0.01,28.18333333
00:29.2,2.65,26.675
00:29.2,17.61,27.43333333
00:29.2,5.41,27.3625
00:29.2,0,27.64583333
00:29.2,0,27.87083333
00:29.2,40.42,27.52916667
00:29.2,1.22,27.09583333
00:29.2,8.6,26.99583333
00:29.2,0.61,27.0875
00:29.2,5.83,27.59166667
00:29.2,66.44,27.20416667
00:29.2,0.61,27.2125
00:29.2,26.22,27.09166667
00:29.2,0.83,26.98333333
00:29.2,8.02,27.8125
00:29.2,22.86,25.32916667
00:29.2,0.42,26.90416667
00:29.2,0,27.58333333
00:29.2,59.43,26.75416667
00:29.2,0.41,27
00:29.2,5.8,26.28333333
00:29.2,0.03,27.28333333
00:29.2,0,27.57083333
00:29.2,0,28.825
00:29.2,1.61,27.87083333
00:29.2,0,28.19583333
00:29.2,20.02,27.79166667
00:29.2,0,27.74166667
00:29.2,0.22,27.10833333
00:29.2,2.4,27.875
00:29.2,26.24,27.57083333
00:29.2,8.61,27.15833333
00:29.2,6.63,26.98333333
00:29.2,7.01,26.13333333
00:29.2,0,27.2
00:29.2,8.01,27.99166667
00:29.2,5.64,26.50833333
00:29.2,1.26,26.475
00:29.2,14.83,27.54583333
00:29.2,53.62,25.92916667
00:29.2,0,27.82916667
00:29.2,0.03,28.15833333
00:29.2,0,28.35833333
00:29.2,16.61,28.13333333
00:29.2,0.03,26.37083333
00:29.2,0,27.16666667
00:29.2,15.02,27
00:29.2,0,27.84166667
00:29.2,0,28.87083333
00:29.2,48.41,27.13333333
00:29.2,1.22,27.37083333
00:29.2,18.2,27.48333333
00:29.2,17.82,26.64166667
00:29.2,12.63,26.22916667
00:29.2,0,27.45
00:29.2,17.42,27.8625
00:29.2,0,28.29583333
00:29.2,11.82,27.24583333
00:29.2,5.8,28.10416667
00:29.2,5.8,27.58333333
00:29.2,0.21,27.24166667
00:29.2,10.43,26.37083333
00:29.2,0.03,27.02916667
00:29.2,0,28.07083333
00:29.2,0,28.24583333
00:29.2,0.02,27.7125
00:29.2,0,27.49583333
00:29.2,18.82,26.8125
00:29.2,0.42,26.97916667
00:29.2,0,28
00:29.2,0.82,27.82916667
00:29.2,0,27.5625
00:29.2,2.2,27.3125
00:29.2,0,27.6125
00:29.2,3.81,28.27083333
00:29.2,0.03,28.32916667
00:29.2,4.22,27.85
00:29.2,26.81,27.27916667
00:29.2,0,27.83333333
00:29.2,0,27.275
00:29.2,0,27.64166667
00:29.2,2.6,27.3875
00:29.2,3.82,26.4375
00:29.2,7.81,26.3875
00:29.2,0.01,26.5625
00:29.2,13.23,25.84583333
00:29.2,6.23,26.59583333
00:29.2,11.81,26.91666667
00:29.2,0.62,27.04583333
00:29.2,0,27.4375
00:29.2,51.23,26.39166667
00:29.2,45.81,26.37083333
00:29.2,3.61,25.49166667
00:29.2,0,27.31666667
00:29.2,47.62,26.8
00:29.2,3.41,27.20833333
00:29.2,0,28.325
00:29.2,0,28.29583333
00:29.2,0,27.84583333
00:29.2,0,27.83333333
00:29.2,0,27.8875
00:29.2,0.02,28.3875
00:29.2,0,28.18333333
00:29.2,5.83,27.3625
00:29.2,0.42,27.70833333
00:29.2,4.43,27.3125
00:29.2,0.83,27.03333333
00:29.2,52.8,26.37916667
00:29.2,0.82,26.4
00:29.2,0,27.74583333
00:29.2,13.63,27.43333333
00:29.2,14.61,26.3
00:29.2,0,27.59166667
00:29.2,1.82,27.08333333
00:29.2,0,27.08333333
00:29.2,12.25,26.05416667
00:29.2,0.02,26.02083333
00:29.2,0,27.48333333
00:29.2,0.21,28.07916667
00:29.2,0,27.70416667
00:29.2,0,27.74583333
00:29.2,1.4,27.58333333
00:29.2,0,27.57916667
00:29.2,0,27.45833333
00:29.2,11.24,26.75416667
00:29.2,0.41,26.55
00:29.2,0,27.51666667
00:29.2,0.02,27.90416667
00:29.2,14.64,26.43333333
00:29.2,0.4,26.41666667
00:29.2,0.02,26.925
00:29.2,9.61,27.2375
00:29.2,0,26.12083333
00:29.2,0,26.29583333
00:29.2,19.61,27.29583333
00:29.2,4.01,25.85833333
00:29.2,2.4,27.48333333
00:29.2,0,27.56666667
00:29.2,8.2,27.52083333
00:29.2,14.84,27.35416667
00:29.2,1.03,27.55833333
00:29.2,3.63,27.3
00:29.2,10.21,26.59583333
00:29.2,4.03,26.97083333
00:29.2,25.67,26.77916667
00:29.2,68.4,26.40833333
00:29.2,1.01,26.95833333
00:29.2,0,27.7
00:29.2,10.4,28.06666667
00:29.2,0,27.92916667
00:29.2,6.04,26.925
00:29.2,30.22,26.42083333
00:29.2,0,27.4625
00:29.2,0,28.20833333
00:29.2,0.41,28.1625
00:29.2,11.63,27.5625
00:29.2,0,27.42916667
00:29.2,0.8,27.40833333
00:29.2,67.23,26.525
00:29.2,0.85,26.425
00:29.2,6.24,26.69166667
00:29.2,36.41,26.85
00:29.2,10.44,26.07083333
00:29.2,30.44,24.9625
00:29.2,0,26.84166667
00:29.2,8.22,27.16666667
00:29.2,0,27.75
00:29.2,0,27.60833333
00:29.2,0,27.9
00:29.2,0.02,27.775
00:29.2,0,27.3875
00:29.2,0,28.30416667
00:29.2,0,29.39583333
00:29.2,28.42,28.5875
00:29.2,38.82,27.3875
00:29.2,0,27.91666667
00:29.2,0.02,28.62916667
00:29.2,0,28.42083333
00:29.2,21.22,28.24583333
00:29.2,24.62,27.03333333
00:29.2,1.6,27.88333333
00:29.2,27.85,26.45
00:29.2,0,27.75416667
00:29.2,1.21,28.59166667
00:29.2,34.06,25.70833333
00:29.2,0,27.94166667
00:29.2,0,28.7
00:29.2,0.2,28.86666667
00:29.2,1.6,28.81666667
00:29.2,101.04,26.9625
00:29.2,31.62,28.46666667
00:29.2,11.63,28.34166667
00:29.2,0.03,28.23333333
00:29.2,85.65,26.5375
00:29.2,0.02,27.61666667
00:29.2,0,28.6875
00:29.2,0.01,28.10833333
00:29.2,0,28.24583333
00:29.2,0.02,28.8625
00:29.2,0,29.14166667
00:29.2,0,29.04583333
00:29.2,40.63,27.9125
00:29.2,0,28.60416667
00:29.2,23.6,29
00:29.2,31.61,26.57083333
00:29.2,0.82,28.15833333
00:29.2,0.21,28.44583333
00:29.2,5.01,28.20416667
00:29.2,0,29.9625
00:29.2,1.2,28.90416667
00:29.2,1.21,28.67916667
00:29.2,3.05,26.87083333
00:29.2,0,28.1625
00:29.2,0,28.17083333
00:29.2,0,28.34583333
00:29.2,0,28.9875
00:29.2,2.2,29.16666667
00:29.2,2.63,27.05416667
00:29.2,36.8,27.19166667
00:29.2,0.6,27.9
00:29.2,20.82,27.94583333
00:29.2,31.41,27.47083333
00:29.2,42.63,26.20833333
00:29.2,21.21,28.14583333
00:29.2,32.24,27.66666667
00:29.2,11.82,26.8875
00:29.2,6.62,28.17916667
00:29.2,0.82,27.8625
00:29.2,1.02,27.00833333
00:29.2,0.02,27.52083333
00:29.2,2.82,28.2625
00:29.2,0,29.1
00:29.2,3.01,28.45
00:29.2,37.61,26.82916667
00:29.2,0,27.10416667
00:29.2,57.01,25.52083333
00:29.2,0,27.09583333
00:29.2,0,27.88333333
00:29.2,0.81,27.55
00:29.2,3.03,27.17083333
00:29.2,0,27.39166667
00:29.2,0,27.74583333
00:29.2,3.21,27.7375
00:29.2,0,28.29583333
00:29.2,0,28.62083333
00:29.2,0,28.89583333
00:29.2,14.83,27.85
00:29.2,0,29.15416667
00:29.2,0,29.55833333
00:29.2,0.82,28.7125
00:29.2,1.41,27.94166667
00:29.2,11.22,26.74166667
00:29.2,0,28.08333333
00:29.2,0,28.575
00:29.2,65.26,25.17916667
00:29.2,0.47,26.15833333
00:29.2,1.43,26.35833333
00:29.2,0,27.7
00:29.2,0.44,26.57083333
00:29.2,24.64,26.275
00:29.2,0,27.50416667
00:29.2,0,28.78333333
00:29.2,8.03,26.09166667
00:29.2,0,27.70416667
00:29.2,0,28.46666667
00:29.2,0,28.975
00:29.2,0,29.1
00:29.2,18.61,28.07083333
00:29.2,6.43,27.92916667
00:29.2,19.63,27.15
00:29.2,67.63,25.91666667
00:29.2,51.03,26.92083333
00:29.2,10.61,26.68333333
00:29.2,0.62,27.75416667
00:29.2,0,28.09583333
00:29.2,0,26.97083333
00:29.2,10.6,27.12916667
00:29.2,0.23,27.3875
00:29.2,0.63,27.62916667
00:29.2,0.03,27.32916667
00:29.2,9.41,27.21666667
00:29.2,27.03,26.4625
00:29.2,14.43,25.95416667
00:29.2,0,27.675
00:29.2,0.41,28.26666667
00:29.2,0,28.175
00:29.2,0,29.0625
00:29.2,0,29.46666667
00:29.2,0,29.575
00:29.2,9.4,28.85833333
00:29.2,0,28.35
00:29.2,8.83,27.40833333
00:29.2,0.03,27.65
00:29.2,0.02,28.42083333
00:29.2,0.02,28.67916667
00:29.2,4.2,28.28333333
00:29.2,0,28.64583333
00:29.2,60.22,27.00416667
00:29.2,49.25,25.97083333
00:29.2,1.21,26.59166667
00:29.2,10.03,26.725
00:29.2,4.62,27.09166667
00:29.2,0,27.2875
00:29.2,10.6,28.50416667
00:29.2,40.85,27.59583333
00:29.2,2.84,26.8125
00:29.2,4.82,27.57083333
00:29.2,72.61,26.65
00:29.2,0.01,27.2
00:29.2,12.61,27.7625
00:29.2,1.43,27.3
00:29.2,9.04,26.25833333
00:29.2,4.03,25.40833333
00:29.2,3.62,26.13333333
00:29.2,4,27.3625
00:29.2,5.24,27.45833333
00:29.2,74.04,25.84583333
00:29.2,1.61,26.7
00:29.2,37.83,25.86666667
00:29.2,0,27.575
00:29.2,0.01,27.94583333
00:29.2,16.03,26.93333333
00:29.2,15.23,26.3875
00:29.2,2.22,26.45416667
00:29.2,1.4,27.37083333
00:29.2,0.22,28.24166667
00:29.2,19.2,27.17083333
00:29.2,68.41,26.44166667
00:29.2,0.01,28.07916667
00:29.2,0.03,28.24583333
00:29.2,1.23,27.22083333
00:29.2,0.03,27.39166667
00:29.2,2.02,26.1125
00:29.2,48.24,24.70833333
00:29.2,0.04,25.87916667
00:29.2,0,27.9375
00:29.2,0.02,29.04166667
00:29.2,0,28.72916667
00:29.2,0,29.01666667
00:29.2,25.82,28.11666667
00:29.2,27.21,26.95833333
00:29.2,39.05,26.7
00:29.2,4.42,27.4875
00:29.2,18.21,27.27916667
00:29.2,5.25,27.44166667
00:29.2,80.44,27.37916667
00:29.2,141.62,24.8375
00:29.2,0.01,26.40416667
00:29.2,18.22,26.37083333
00:29.2,0.21,26.8375
00:29.2,1.21,27.62083333
00:29.2,1.41,27.45
00:29.2,0,28.14166667
00:29.2,0,28.02916667
00:29.2,19.26,25.87916667
00:29.2,5.43,26.79166667
00:29.2,17.42,26.9625
00:29.2,4.21,27.3
00:29.2,4.05,26.8375
00:29.2,96.41,27.19583333
00:29.2,0.81,26.9
00:29.2,26.21,26.1875
00:29.2,91.25,26.89166667
00:29.2,0,27.12083333
00:29.2,20.82,26.90416667
00:29.2,3.02,26.65416667
00:29.2,0,28.0875
00:29.2,1.02,28.16666667
00:29.2,42.22,27.275
00:29.2,25.49,25.47083333
00:29.2,0,27.42916667
00:29.2,0.02,27.82083333
00:29.2,27.82,27.6
00:29.2,45.02,26.15416667
00:29.2,0.8,26.84166667
00:29.2,2.02,27.07916667
00:29.2,0,27.61666667
00:29.2,0,27.33333333
00:29.2,33.41,27.51666667
00:29.2,45.82,26.55
00:29.2,58.62,26.54583333
00:29.2,48,27.15416667
00:29.2,21.02,26.97916667
00:29.2,10.81,27.03333333
00:29.2,0,27.05833333
00:29.2,0,28.05
00:29.2,2.44,26.95833333
00:29.2,0.02,27.075
00:29.2,0.4,28.57916667
00:29.2,0.24,27.83333333
00:29.2,0.01,27.89583333
00:29.2,0,28.79166667
00:29.2,0.43,27.3
00:29.2,0,27.6125
00:29.2,0.23,27.40416667
00:29.2,4.06,26.8125
00:29.2,0,27.9
00:29.2,0,27.89583333
00:29.2,25.21,27.66666667
00:29.2,14.43,26.6
00:29.2,0,26.97083333
00:29.2,13.03,27.92083333
00:29.2,0.22,27.5
00:29.2,0,27.62083333
00:29.2,0.61,27.6
00:29.2,15.21,27.9125
00:29.2,17.6,27.25
00:29.2,25.62,26.1
00:29.2,43.64,25.575
00:29.2,16.41,26.46666667
00:29.2,38.05,25.62916667
00:29.2,3.43,25.75833333
00:29.2,0,26.7375
00:29.2,0.23,27.38333333
00:29.2,91.83,26.02083333
00:29.2,0,26.83333333
00:29.2,0,27.69583333
00:29.2,0.4,27.63333333
00:29.2,0.01,27.4
00:29.2,13.8,26.83333333
00:29.2,30.47,25.7
00:29.2,5.66,27.46666667
00:29.2,70.07,24.49166667
00:29.2,10.41,25.07916667
00:29.2,23.05,23.46666667
00:29.2,0,25.525
00:29.2,0,26.13333333
00:29.2,0,26.825
00:29.2,0.02,27.12083333
00:29.2,0,27.4625
