date,rainfall (mm),temperature (C)
58:57.3,15.81,27.25833333
58:57.3,0.62,26.7625
58:57.3,0,27.5875
58:57.3,14.41,26.74166667
58:57.3,73.44,24.80833333
58:57.3,0,27.19166667
58:57.3,0,27.48333333
58:57.3,0,27.66666667
58:57.3,0,27.80833333
58:57.3,0,28.85
58:57.3,0.02,28.64166667
58:57.3,0,28.2875
58:57.3,0,28.01666667
58:57.3,1.62,27.28333333
58:57.3,0,27.67083333
58:57.3,16.4,28.42916667
58:57.3,15.82,27.28333333
58:57.3,1.41,27.97083333
58:57.3,1.83,28.25
58:57.3,0.44,27.60833333
58:57.3,19.4,28.44166667
58:57.3,18.21,26.77916667
58:57.3,5.04,26.67916667
58:57.3,2.86,25.66666667
58:57.3,0,27.9
58:57.3,1.85,26.25416667
58:57.3,0,27.84166667
58:57.3,0,28.23333333
58:57.3,0,28.9
58:57.3,0,28.89166667
58:57.3,5,28.72083333
58:57.3,35.22,27.18333333
58:57.3,0.02,28.02916667
58:57.3,4.61,27.56666667
58:57.3,29.22,26.8625
58:57.3,43.03,25.82083333
58:57.3,24.22,26.50416667
58:57.3,0.22,26.8125
58:57.3,0,28.875
58:57.3,76.81,26.275
58:57.3,0,28.3625
58:57.3,0,28.62916667
58:57.3,0,28.50416667
58:57.3,0,28.79166667
58:57.3,3.21,26.52083333
58:57.3,8.02,26.225
58:57.3,0,27.81666667
58:57.3,0,27.975
58:57.3,18.2,27.60833333
58:57.3,0,28.63333333
58:57.3,0,29.5375
58:57.3,0.41,29.75
58:57.3,7.23,27.59583333
58:57.3,9.81,26.6375
58:57.3,0,28.09166667
58:57.3,20.64,26.07083333
58:57.3,0,28.025
58:57.3,0,27.56666667
58:57.3,29.83,25.8875
58:57.3,0,27.37083333
58:57.3,0.62,27.42916667
58:57.3,0,28.64166667
58:57.3,0.02,28.82083333
58:57.3,1.01,28.7125
58:57.3,15.22,26.95833333
58:57.3,2.05,26.08333333
58:57.3,6,27
58:57.3,4.44,26.80416667
58:57.3,0,26.9125
58:57.3,0,28.05
58:57.3,0,28
58:57.3,0.22,27.3125
58:57.3,0,27.62916667
58:57.3,2.82,28.2875
58:57.3,114.42,26.02083333
58:57.3,10.2,26.8625
58:57.3,1.42,25.79583333
58:57.3,0.21,27.65833333
58:57.3,11.63,25.23333333
58:57.3,1.42,26.14583333
58:57.3,0,26.87083333
58:57.3,2.21,27.35416667
58:57.3,0,28.14166667
58:57.3,0,27.69166667
58:57.3,34.41,26.07916667
58:57.3,1.41,26.45416667
58:57.3,0,27.65833333
58:57.3,21,27.7875
58:57.3,28.23,26.95416667
58:57.3,36.64,25.5375
58:57.3,53.01,27.175
58:57.3,36.82,25.7125
58:57.3,2.21,26.00833333
58:57.3,0,27.7375
58:57.3,0,27.82916667
58:57.3,0,28.3875
58:57.3,0,28.50833333
58:57.3,0,28.40833333
58:57.3,0,28.34166667
58:57.3,0.81,26.97083333
58:57.3,0,28.29166667
58:57.3,1.04,27.825
58:57.3,0,29.02916667
58:57.3,0,29.2375
58:57.3,0,28.78333333
58:57.3,0,28.82083333
58:57.3,3.6,29.31666667
58:57.3,4.82,26.69166667
58:57.3,0,27.0625
58:57.3,1.6,27.05833333
58:57.3,35.01,26.49166667
58:57.3,8.64,26.56666667
58:57.3,0.4,27.92916667
58:57.3,8.01,26.17916667
58:57.3,0,28.06666667
58:57.3,0,28.95
58:57.3,0,27.99166667
58:57.3,0,27.65833333
58:57.3,30.01,25.99166667
58:57.3,0,27.81666667
58:57.3,22.44,27.02083333
58:57.3,45.42,26.28333333
58:57.3,7.23,26.50416667
58:57.3,17.02,26.41666667
58:57.3,10.01,26.975
58:57.3,23.02,26.67083333
58:57.3,20.04,26.075
58:57.3,0,27.10416667
58:57.3,4.42,25.94583333
58:57.3,0.81,26.29583333
58:57.3,10.61,26.03333333
58:57.3,5.01,26.325
58:57.3,0,26.40833333
58:57.3,0.01,26.81666667
58:57.3,5.62,24.96666667
58:57.3,0,26.92083333
58:57.3,3.62,26.22083333
58:57.3,0.61,27.10833333
58:57.3,15.83,26.15416667
58:57.3,2.41,26.6625
58:57.3,8.2,26.69166667
58:57.3,20.06,25.69166667
58:57.3,14.84,25.8875
58:57.3,1.61,26.63333333
58:57.3,0,27
58:57.3,0,27.4125
58:57.3,38.6,27.0625
58:57.3,24.84,25.81666667
58:57.3,2.43,26.6875
58:57.3,26.22,26.97916667
58:57.3,0.43,26.475
58:57.3,0,27.99166667
58:57.3,2.62,27.24583333
58:57.3,29.62,25.23333333
58:57.3,21.24,23.80416667
58:57.3,0,26.3125
58:57.3,0,27.0625
58:57.3,0.62,26.71666667
58:57.3,14.81,27.2625
58:57.3,34.23,25.15416667
58:57.3,0,26.66666667
58:57.3,0,27.18333333
58:57.3,0,26.32916667
58:57.3,0,27.44166667
58:57.3,0,27.975
58:57.3,0,27.95416667
58:57.3,24.41,26.25416667
58:57.3,4,26.88333333
58:57.3,4.21,27.19583333
58:57.3,0,28.37083333
58:57.3,22,27.20833333
58:57.3,24.21,26.09166667
58:57.3,0.81,26.74166667
58:57.3,36.61,25.49166667
58:57.3,0.01,26.50833333
58:57.3,15.21,26.30416667
58:57.3,0,28.69583333
58:57.3,0,28.70833333
58:57.3,0,28.75833333
58:57.3,0,28.32083333
58:57.3,0,28.34166667
58:57.3,0,27.99583333
58:57.3,0,28.78333333
58:57.3,0,28.56666667
58:57.3,0,28.15
58:57.3,0,28.32083333
58:57.3,18.21,25.9125
58:57.3,21.4,27.13333333
58:57.3,32,26.47083333
58:57.3,9.85,25.85416667
58:57.3,137,26.6875
58:57.3,11.22,26.16666667
58:57.3,0,26.25416667
58:57.3,0,26.9
58:57.3,4.8,26.96666667
58:57.3,43.42,25.7875
58:57.3,0,27.7375
58:57.3,62.43,25.90833333
58:57.3,0.21,26.39583333
58:57.3,0.03,27.57916667
58:57.3,0,27.07083333
58:57.3,0.81,27.04166667
58:57.3,29.43,26.7
58:57.3,71.81,27.19166667
58:57.3,57.23,26.1
58:57.3,0.81,26.69166667
58:57.3,0,28.05833333
58:57.3,4.81,26.525
58:57.3,6.62,26.65416667
58:57.3,57,27.525
58:57.3,10.62,26.95833333
58:57.3,8.84,27.275
58:57.3,0,26.49583333
58:57.3,0.23,25.21666667
58:57.3,0.6,26.825
58:57.3,0,26.9125
58:57.3,0,26.30833333
58:57.3,0,26.60833333
58:57.3,0.2,27.19583333
58:57.3,0.82,26.61666667
58:57.3,1,27.57083333
58:57.3,2.41,27.35833333
58:57.3,27.62,27.49166667
58:57.3,26.04,26.52916667
58:57.3,25.41,26.12083333
58:57.3,0.65,26.70833333
58:57.3,33.23,25.9625
58:57.3,2.02,26.95
58:57.3,10.47,25.51666667
58:57.3,0,26.66666667
58:57.3,0.41,26.97916667
58:57.3,0,27.475
58:57.3,0,27.69166667
58:57.3,0.42,26.97083333
58:57.3,0.21,25.9875
58:57.3,2.22,26.4625
58:57.3,19.25,25.79583333
58:57.3,0.02,26.4875
58:57.3,0,26.9125
58:57.3,23.81,26.65833333
58:57.3,105.02,26.12083333
58:57.3,2.84,26.2125
58:57.3,0.41,26.81666667
58:57.3,7.83,25.75416667
58:57.3,9.65,26.8125
58:57.3,44.2,28
58:57.3,8.82,26.37083333
58:57.3,31.41,26.89166667
58:57.3,44.02,26.075
58:57.3,0.43,26.03333333
58:57.3,0.83,25.45
58:57.3,0,27.15833333
58:57.3,0.22,27.075
58:57.3,0.2,27.25833333
58:57.3,0.4,26.81666667
58:57.3,1.42,26.34583333
58:57.3,0.21,27.55
58:57.3,5.04,26.34583333
58:57.3,0,26.8125
58:57.3,0.61,26.875
58:57.3,0.03,26.87083333
58:57.3,0,26.86666667
58:57.3,44,27.01666667
58:57.3,6.23,25.425
58:57.3,0.02,26.46666667
58:57.3,3.8,25.9
58:57.3,0.22,25.97916667
58:57.3,0,26.49166667
58:57.3,8.41,25.4125
58:57.3,2.64,26.59583333
58:57.3,0,27.35416667
58:57.3,24.62,26.45
58:57.3,0.21,27.175
58:57.3,9.04,26.3625
58:57.3,38.84,25.375
58:57.3,8.26,25.69166667
58:57.3,1.21,26.0375
58:57.3,0,26.31666667
58:57.3,135.4,25.95
58:57.3,5.42,26.32083333
58:57.3,2.41,26.38333333
58:57.3,3.63,25.15
58:57.3,22.64,25.4625
58:57.3,0,26.63333333
58:57.3,0,27.22916667
58:57.3,33.43,24.24583333
58:57.3,1.22,25.1
58:57.3,23.04,25.36666667
58:57.3,3,25.5875
58:57.3,0.22,26.16666667
58:57.3,1.02,27.19166667
58:57.3,0.82,26.7625
58:57.3,0.01,26.57916667
58:57.3,14.61,25.0625
58:57.3,0,27.4625
58:57.3,0,27.02916667
58:57.3,8.01,25.725
58:57.3,0,26.95833333
58:57.3,18.22,26.29583333
58:57.3,14.84,26.49166667
58:57.3,9.61,26.7875
58:57.3,0,27.0125
58:57.3,32.23,27.05416667
58:57.3,96.03,25.61666667
58:57.3,54.46,26.19583333
58:57.3,23.42,26.4875
58:57.3,5.42,26.3625
58:57.3,64.4,24.9375
58:57.3,0,26.52916667
58:57.3,0,27.22083333
58:57.3,0.01,26.75833333
58:57.3,6.41,27
58:57.3,2.82,25.77916667
58:57.3,0,27.1
58:57.3,0,26.85416667
58:57.3,0.02,26.7125
58:57.3,1.01,25.74166667
58:57.3,31.61,26.175
58:57.3,0.22,26.95416667
58:57.3,0,27.1125
58:57.3,0,27.13333333
58:57.3,0,27.79166667
58:57.3,0.4,27.2125
58:57.3,0.01,27.21666667
58:57.3,30,27.56666667
58:57.3,0.83,25.75
58:57.3,17,27.0375
58:57.3,64.02,26.07083333
58:57.3,0,27.30833333
58:57.3,0,27.04583333
58:57.3,0,27.44166667
58:57.3,3.4,26.59166667
58:57.3,0,27.05
58:57.3,1,27.59166667
58:57.3,1.83,27.925
58:57.3,22.87,24.76666667
58:57.3,0.02,27.1
58:57.3,0,27.6875
58:57.3,14.62,26.65833333
58:57.3,5.05,25.9875
58:57.3,0.44,26.87916667
58:57.3,1.21,27.15
58:57.3,0,27.50416667
58:57.3,0,27.49583333
58:57.3,0,27.61666667
58:57.3,5.81,28.03333333
58:57.3,0.82,27.1125
58:57.3,4.03,24.425
58:57.3,0,26.81666667
58:57.3,0,27.89583333
58:57.3,2.01,27.4375
58:57.3,25.41,25.85833333
58:57.3,0,26.2625
58:57.3,0,27.3375
58:57.3,0,27.14166667
58:57.3,29.02,27.17916667
58:57.3,2.45,26.39583333
58:57.3,9.23,25.55
58:57.3,1.64,25.53333333
58:57.3,7.85,25.6375
58:57.3,8.84,26.10833333
58:57.3,0.82,26.75416667
58:57.3,0,26.5375
58:57.3,0,27.17083333
58:57.3,0,26.63333333
58:57.3,0,27.725
58:57.3,0,28.15416667
58:57.3,0,28.02916667
58:57.3,0.02,27.41666667
58:57.3,0,28.20416667
58:57.3,72.84,25.24166667
58:57.3,0,27.43333333
58:57.3,1.2,27.11666667
58:57.3,0,28.3375
58:57.3,0,28.53333333
58:57.3,18.22,27.9875
58:57.3,53.04,25.025
58:57.3,0,27.70416667
58:57.3,20.62,25.92916667
58:57.3,0,27.57083333
58:57.3,0,28.03333333
58:57.3,17.22,26.325
58:57.3,0,28.125
58:57.3,28.01,27.96666667
58:57.3,6.2,28.22916667
58:57.3,1.6,28.17916667
58:57.3,0,27.66666667
58:57.3,0,28.6
58:57.3,44.23,27.1125
58:57.3,1.21,27.9875
58:57.3,68.02,25.9875
58:57.3,0,27.34583333
58:57.3,0,28.375
58:57.3,4.42,27.17083333
58:57.3,1.2,27.82916667
58:57.3,0,28.17916667
58:57.3,5.61,28.54166667
58:57.3,53.25,25.87916667
58:57.3,0.02,27.61666667
58:57.3,0,27.78333333
58:57.3,0,28.74583333
58:57.3,2.02,26.59166667
58:57.3,0,27.77916667
58:57.3,0,28.08333333
58:57.3,0.02,28.49166667
58:57.3,0,29.00416667
58:57.3,0,28.54583333
58:57.3,28.21,25.73333333
58:57.3,11.21,26.45833333
58:57.3,0,27.87083333
58:57.3,0,28.01666667
58:57.3,0,28.40416667
58:57.3,0,28.80833333
58:57.3,0,28.37083333
58:57.3,21.01,25.43333333
58:57.3,17.41,25.45
58:57.3,0,27.32916667
58:57.3,30.62,26.96666667
58:57.3,41.02,26.20416667
58:57.3,0.61,26.44583333
58:57.3,0,27.225
58:57.3,4.81,26.62916667
58:57.3,0,27.45416667
58:57.3,19.02,26.30833333
58:57.3,1.83,26.82083333
58:57.3,17.01,24.8625
58:57.3,0,26.9875
58:57.3,0,27.24583333
58:57.3,15.61,27.40833333
58:57.3,12.84,26.92916667
58:57.3,26.64,26.69583333
58:57.3,0.02,27.17083333
58:57.3,5.2,25.83333333
58:57.3,0.02,27.39166667
58:57.3,0.03,27.35833333
58:57.3,0,27.82083333
58:57.3,27.43,26.4625
58:57.3,0.82,27.31666667
58:57.3,77.22,26.9
58:57.3,3.62,26.32916667
58:57.3,0,26.97916667
58:57.3,0.02,27.80833333
58:57.3,0,28.22916667
58:57.3,0,27.6875
58:57.3,0,28.1375
58:57.3,0,28.65416667
58:57.3,0,28.57083333
58:57.3,0,27.1
58:57.3,1.02,26.28333333
58:57.3,0,28.04166667
58:57.3,12.81,26.49166667
58:57.3,6.01,27.15
58:57.3,8.61,26.37916667
58:57.3,0.4,25.575
58:57.3,16.4,26.025
58:57.3,0,26.41666667
58:57.3,0.62,26.95
58:57.3,0,27.30833333
58:57.3,0,28.04583333
58:57.3,0,26.82083333
58:57.3,0,27.71666667
58:57.3,0,28.10416667
58:57.3,0,27.975
58:57.3,0.41,28.54583333
58:57.3,6.63,27.27083333
58:57.3,0,28
58:57.3,12.81,26.67083333
58:57.3,40.42,25.72083333
58:57.3,30.23,26.27916667
58:57.3,175.81,25.9875
58:57.3,0,27.12916667
58:57.3,0,27.4875
58:57.3,3.8,26.8
58:57.3,0,26.78333333
58:57.3,0.42,27.86666667
58:57.3,82.41,27.725
58:57.3,9.41,27.29583333
58:57.3,29.85,25.8125
58:57.3,2.66,25.79166667
58:57.3,0.42,26.1125
58:57.3,3.61,27.04166667
58:57.3,0,27.53333333
58:57.3,0,27.5
58:57.3,0,27.425
58:57.3,0,28.48333333
58:57.3,0,29.12916667
58:57.3,6.01,28.21666667
58:57.3,0.2,27.09166667
58:57.3,7.62,27.075
58:57.3,0.4,27.32916667
58:57.3,10.61,27.86666667
58:57.3,23.42,27.44166667
58:57.3,0,27.11666667
58:57.3,1.41,26.6375
58:57.3,18.43,25.975
58:57.3,0.02,26.87083333
58:57.3,0,26.625
58:57.3,18.8,27.83333333
58:57.3,38.21,26.8125
58:57.3,3.41,27.3
58:57.3,21.01,26.9875
58:57.3,13.43,26.20416667
58:57.3,0.42,27.02083333
58:57.3,26.02,27.40416667
58:57.3,28.43,24.66666667
58:57.3,0,26.4125
58:57.3,24.21,26.29166667
58:57.3,14.4,24.99583333
58:57.3,0.63,26.17916667
58:57.3,6.61,25.87916667
58:57.3,4.4,25.55
58:57.3,0,27.67916667
58:57.3,48.43,26.125
58:57.3,67.42,24.24166667
58:57.3,1.43,25.94583333
58:57.3,2.81,26.2875
58:57.3,1.81,27.4125
58:57.3,8.41,27.05
58:57.3,10.8,26.00416667
58:57.3,0,27.6125
58:57.3,2.61,27.61666667
58:57.3,0,26.94583333
58:57.3,0.21,28.06666667
58:57.3,2.81,25.58333333
58:57.3,0,26.61666667
58:57.3,0.02,25.47083333
58:57.3,0,27.58333333
58:57.3,17.61,26.19583333
58:57.3,0,27.37083333
58:57.3,0,27.67083333
58:57.3,30.63,25.45
58:57.3,0,26.9625
58:57.3,0,28.4125
58:57.3,0.82,27.37083333
58:57.3,0.01,27.65
58:57.3,0,28.44166667
58:57.3,36.44,26.33333333
58:57.3,33.02,25.69583333
58:57.3,31.21,26.70416667
58:57.3,2.83,25.89583333
58:57.3,32.81,26.78333333
58:57.3,14.01,26.40416667
58:57.3,15.84,26.21666667
58:57.3,10.66,24.67083333
58:57.3,0,26.27083333
58:57.3,12.83,26.30416667
58:57.3,0.21,26.275
58:57.3,0.02,26.63333333
58:57.3,0.41,26.775
58:57.3,53.21,26.59583333
58:57.3,2.02,26.79166667
58:57.3,10.82,26.30416667
58:57.3,13.83,26.0625
58:57.3,4.23,25.92916667
58:57.3,0,27.60833333
58:57.3,21.21,26.99166667
58:57.3,7.02,26.81666667
58:57.3,18.41,26.87083333
58:57.3,16.03,26.52916667
58:57.3,29.41,26.07083333
58:57.3,20.03,26.22083333
58:57.3,13.02,26.175
58:57.3,3.21,26.40416667
58:57.3,0,27.8
58:57.3,0,28.275
58:57.3,60.41,27.50416667
58:57.3,23.01,25.58333333
58:57.3,0,26.55833333
58:57.3,0,27.04166667
58:57.3,10.01,25.96666667
58:57.3,29.61,25.82916667
58:57.3,19.61,25.7
58:57.3,0.21,26.84166667
58:57.3,18.61,26.7
58:57.3,2.62,25.85
58:57.3,37.21,26.30833333
58:57.3,73.43,26.15833333
58:57.3,0.01,26.57916667
58:57.3,0,27.44583333
58:57.3,40.04,26.1
58:57.3,74.61,25.875
58:57.3,13.4,27.375
58:57.3,4.84,27.32916667
58:57.3,11.24,25.36666667
58:57.3,0.02,26.11666667
58:57.3,0,27.96666667
58:57.3,19.82,27.89583333
58:57.3,0,28.2875
58:57.3,4.2,27.65833333
58:57.3,8.03,25.89166667
58:57.3,72,27.40833333
58:57.3,16.41,26.55833333
58:57.3,33.61,26.22083333
58:57.3,0,27.0875
58:57.3,0.66,26.98333333
58:57.3,0.01,27.11666667
58:57.3,101.62,25.32083333
58:57.3,17.22,26.73333333
58:57.3,20.01,25.86666667
58:57.3,0.62,26.39583333
58:57.3,0.4,27.375
58:57.3,22.01,26.825
58:57.3,69.23,27.04583333
58:57.3,70.84,25.53333333
58:57.3,23.4,25.8875
58:57.3,40.02,25.75833333
58:57.3,0,26.0875
58:57.3,3.25,24.925
58:57.3,38.6,25.32083333
58:57.3,0,26.65833333
58:57.3,23.6,26.02916667
58:57.3,70.82,25.75416667
58:57.3,0.62,26.88333333
58:57.3,11.41,26.44583333
58:57.3,0,27.2
58:57.3,0,27.84583333
58:57.3,5.06,27.05416667
58:57.3,18.04,26.03333333
58:57.3,58.46,24.8125
58:57.3,3.24,25.00833333
58:57.3,0.21,25.7
58:57.3,28.83,25.30416667
58:57.3,0,25.6625
58:57.3,0,25.84166667
58:57.3,0,26.09583333
58:57.3,0,26.1625
58:57.3,27.44,24.49583333
