date,rainfall (mm),temperature (C)
00:06.9,1.43,26.94583333
00:06.9,0,27.95416667
00:06.9,0,28.5375
00:06.9,12.04,26.775
00:06.9,0,28.34583333
00:06.9,0,28.9375
00:06.9,0,27.75416667
00:06.9,0,28.86666667
00:06.9,0,28.85833333
00:06.9,7.21,27.925
00:06.9,0,28.475
00:06.9,48.42,26.53333333
00:06.9,8.01,27.44583333
00:06.9,0.21,28.27916667
00:06.9,6.81,26.82916667
00:06.9,16.82,26.52916667
00:06.9,63.82,26.9375
00:06.9,36.01,26.8
00:06.9,27.82,26.4625
00:06.9,16.02,26.4875
00:06.9,5.03,26.21666667
00:06.9,0.25,27
00:06.9,28.82,26.45
00:06.9,45.6,25.67916667
00:06.9,28.84,25.77916667
00:06.9,0.02,26.78333333
00:06.9,32.81,26.20416667
00:06.9,0.6,25.75
00:06.9,0,27.64583333
00:06.9,54.61,26.0875
00:06.9,4.41,26.66666667
00:06.9,6.63,26.5
00:06.9,34.64,27.02916667
00:06.9,57.23,26.04583333
00:06.9,19.81,26.54166667
00:06.9,1.63,25.07083333
00:06.9,11.42,25.52916667
00:06.9,0.2,26.70416667
00:06.9,0,27.575
00:06.9,3.82,27.8125
00:06.9,1.22,26.34166667
00:06.9,0.22,27.12916667
00:06.9,0.02,27.3
00:06.9,0,28.15833333
00:06.9,0.05,28.1
00:06.9,9.83,27.06666667
00:06.9,38.81,26.14583333
00:06.9,7.84,24.2875
00:06.9,0,25.47916667
00:06.9,0,27.10833333
00:06.9,0,27.43333333
00:06.9,0.02,27.78333333
00:06.9,84.21,26.375
00:06.9,32.6,24.72916667
00:06.9,0,27.57083333
00:06.9,0.41,27.39166667
00:06.9,0,27.89166667
00:06.9,0,27.74166667
00:06.9,3.01,27.52916667
00:06.9,32.83,27.25
00:06.9,2.61,27.1125
00:06.9,2.6,27.78333333
00:06.9,9.63,26.97083333
00:06.9,17.82,27.55833333
00:06.9,21.24,25.8375
00:06.9,0.43,26.30833333
00:06.9,50.6,25.99166667
00:06.9,3.2,26.3875
00:06.9,11.22,26.06666667
00:06.9,0,28.4125
00:06.9,15.81,28.175
00:06.9,0,28.23333333
00:06.9,0,27.82916667
00:06.9,0,27.8875
00:06.9,0,28.50416667
00:06.9,0,29.19166667
00:06.9,0.01,29.09166667
00:06.9,0.02,28.44166667
00:06.9,0,28.98333333
00:06.9,2.81,28.26666667
00:06.9,8.02,28.5
00:06.9,51.44,26.90416667
00:06.9,9.4,26.25
00:06.9,3.41,26.79166667
00:06.9,4.61,26.61666667
00:06.9,17.82,26.5375
00:06.9,0,27.7125
00:06.9,0,27.60833333
00:06.9,10.03,27.425
00:06.9,2.41,28.14166667
00:06.9,4.23,27.35416667
00:06.9,5.8,27.575
00:06.9,12.21,27.87083333
00:06.9,2.01,28.04583333
00:06.9,47.61,27.85416667
00:06.9,31.41,26.7125
00:06.9,16.61,27.02083333
00:06.9,3.83,26.90833333
00:06.9,40.83,27.2125
00:06.9,8.01,27.12083333
00:06.9,23.81,28.08333333
00:06.9,22.25,27.3
00:06.9,22.02,26.8625
00:06.9,0,27.29166667
00:06.9,40.84,26.42083333
00:06.9,9.63,24.95833333
00:06.9,0.21,26.1
00:06.9,0,27.82083333
00:06.9,0.42,27.9
00:06.9,3.62,27.24166667
00:06.9,0,26.99583333
00:06.9,0,27.12083333
00:06.9,0,27.49166667
00:06.9,2.21,28.35416667
00:06.9,3.02,28.17916667
00:06.9,0.61,28.05
00:06.9,8.01,27.6875
00:06.9,0.42,27.25416667
00:06.9,0.61,26.6625
00:06.9,7.4,27.5
00:06.9,0.22,28.04166667
00:06.9,9.42,26.725
00:06.9,1.05,26.97916667
00:06.9,3.23,26.77916667
00:06.9,0,27.77083333
00:06.9,2.6,27.87083333
00:06.9,1.42,26.5
00:06.9,10.01,25.85
00:06.9,7.64,27.39583333
00:06.9,14.62,25.7625
00:06.9,25.41,26.775
00:06.9,46.81,27.28333333
00:06.9,0,28.05
00:06.9,49.81,27.59583333
00:06.9,48.41,26.09583333
00:06.9,0,26.93333333
00:06.9,38.85,26.825
00:06.9,0,27.76666667
00:06.9,3.21,28.1375
00:06.9,3.81,27.18333333
00:06.9,0,27.75833333
00:06.9,0.2,27.20416667
00:06.9,1.01,27.63333333
00:06.9,18.22,26.73333333
00:06.9,0,27.625
00:06.9,3.61,27.77916667
00:06.9,0,27.02916667
00:06.9,0,28.09583333
00:06.9,0,27.84583333
00:06.9,0.02,27.74166667
00:06.9,0,26.9625
00:06.9,57.2,26.71666667
00:06.9,0.82,26.89166667
00:06.9,0,27.84166667
00:06.9,0,28.56666667
00:06.9,1.21,27.29583333
00:06.9,18.01,26.7375
00:06.9,16.6,26.825
00:06.9,1.61,26.77916667
00:06.9,0,28.05833333
00:06.9,0,27.99166667
00:06.9,5.2,27.5
00:06.9,0,27.24583333
00:06.9,0,27.35
00:06.9,3.8,27.87083333
00:06.9,107.61,27.89166667
00:06.9,4.02,28.05833333
00:06.9,88.02,27.60416667
00:06.9,49.01,26.72916667
00:06.9,0,26.77083333
00:06.9,0.21,27.525
00:06.9,7.21,26.825
00:06.9,20.81,26.40416667
00:06.9,31.01,26.63333333
00:06.9,0.24,27.12916667
00:06.9,15.2,25.90833333
00:06.9,8.81,26.52083333
00:06.9,0,27.43333333
00:06.9,14.21,27.64166667
00:06.9,0.4,27.49166667
00:06.9,39.6,26.61666667
00:06.9,12.04,26.425
00:06.9,10.64,25.61666667
00:06.9,0,27.47083333
00:06.9,0.81,26.12916667
00:06.9,3.62,27.07083333
00:06.9,0,27.7875
00:06.9,0,28.63333333
00:06.9,0,27.9125
00:06.9,0,28.05833333
00:06.9,0,28.17083333
00:06.9,26.62,26.93333333
00:06.9,0,27.55833333
00:06.9,0.21,27.82083333
00:06.9,0,28.00833333
00:06.9,5.4,27.59166667
00:06.9,18.83,27.25
00:06.9,125,26.0125
00:06.9,7.8,27.06666667
00:06.9,0,28.73333333
00:06.9,2.22,27.0625
00:06.9,3.4,26.37916667
00:06.9,0,27.1375
00:06.9,2.6,27.63333333
00:06.9,1.41,27.2375
00:06.9,63.43,25.14166667
00:06.9,0.62,26.0375
00:06.9,0,27.325
00:06.9,9.82,27.20416667
00:06.9,0,26.9375
00:06.9,0,27.7625
00:06.9,0.03,28.29583333
00:06.9,0.21,27.93333333
00:06.9,0,28.575
00:06.9,9.43,27.34583333
00:06.9,7.04,26.36666667
00:06.9,0,27.44166667
00:06.9,7.6,28.275
00:06.9,54.6,26.5625
00:06.9,0.21,26.7125
00:06.9,0,27.35833333
00:06.9,18.01,27.12083333
00:06.9,4.4,25.8125
00:06.9,0,26.25
00:06.9,0.01,27.47916667
00:06.9,101,25.84166667
00:06.9,0,27.79166667
00:06.9,54.4,28.125
00:06.9,0.81,27.47916667
00:06.9,5,26.85416667
00:06.9,2.81,27.98333333
00:06.9,11.01,27.00416667
00:06.9,56.42,26.05416667
00:06.9,15.64,26.42083333
00:06.9,7.62,25.8375
00:06.9,32.6,25.97083333
00:06.9,0.21,26.95
00:06.9,0,28.08333333
00:06.9,9.63,27.54166667
00:06.9,0.2,27.83333333
00:06.9,8.62,26.275
00:06.9,0.02,26.34166667
00:06.9,0,27.6
00:06.9,0,27.84166667
00:06.9,0,27.8375
00:06.9,5.4,26.94166667
00:06.9,0,27.42916667
00:06.9,0.01,27.76666667
00:06.9,13.02,26.36666667
00:06.9,17.82,26.27083333
00:06.9,0.42,26.01666667
00:06.9,17.81,26.125
00:06.9,15.25,25.97083333
00:06.9,7.05,25.375
00:06.9,0,26.86666667
00:06.9,0,27.325
00:06.9,15.41,26.89583333
00:06.9,0,27.17083333
00:06.9,0,27.96666667
00:06.9,0,28.325
00:06.9,0,27.86666667
00:06.9,0,28.17083333
00:06.9,0,28.6125
00:06.9,9.81,27.18333333
00:06.9,42.01,27.5625
00:06.9,2.21,27.61666667
00:06.9,1.42,27.95833333
00:06.9,0.4,27.9
00:06.9,0.03,27.45416667
00:06.9,16.81,25.95416667
00:06.9,0,27.58333333
00:06.9,22.21,25.69583333
00:06.9,0,27.25
00:06.9,0.22,28.47916667
00:06.9,17.03,25.47083333
00:06.9,0,27.55416667
00:06.9,0,28.17916667
00:06.9,0,28.37916667
00:06.9,0,28.725
00:06.9,25.41,27.54166667
00:06.9,2.61,27.40416667
00:06.9,26,28.01666667
00:06.9,17.01,27.95416667
00:06.9,58.46,25.13333333
00:06.9,0.4,27.37916667
00:06.9,0.6,28.52916667
00:06.9,1,27.52083333
00:06.9,16.03,26.4125
00:06.9,0,28.47916667
00:06.9,6.4,28.39166667
00:06.9,17.6,27.34166667
00:06.9,25.22,26.25833333
00:06.9,0,27.85416667
00:06.9,31.81,27.99166667
00:06.9,37.82,26.35
00:06.9,1.61,27.25833333
00:06.9,10,27.19583333
00:06.9,0,27.8125
00:06.9,0,29.08333333
00:06.9,0.01,27.9375
00:06.9,0.42,27.76666667
00:06.9,10.43,26.11666667
00:06.9,0,27.45833333
00:06.9,0,27.62083333
00:06.9,0,28.0375
00:06.9,0,28.3125
00:06.9,2.01,28.47083333
00:06.9,4.02,26.74583333
00:06.9,22.21,26.6625
00:06.9,0.41,26.79166667
00:06.9,0,28.0625
00:06.9,0.02,27.75416667
00:06.9,9.21,27
00:06.9,38.2,27.80833333
00:06.9,17.64,27.0375
00:06.9,12.82,26.75416667
00:06.9,2.21,27.25416667
00:06.9,21.22,27.5875
00:06.9,7.23,26.925
00:06.9,0.03,27.4375
00:06.9,0,27.49583333
00:06.9,0,26.99583333
00:06.9,28.4,26.46666667
00:06.9,59,26.27083333
00:06.9,0,27.125
00:06.9,59,25.47083333
00:06.9,13.22,26.02916667
00:06.9,0,27.09166667
00:06.9,0.2,27.55
00:06.9,41.82,26.6625
00:06.9,6,27.3875
00:06.9,0,27.4625
00:06.9,0.21,26.25833333
00:06.9,0,26.8875
00:06.9,0,27.475
00:06.9,0,28.03333333
00:06.9,0.23,27.54166667
00:06.9,0,28.58333333
00:06.9,0,28.8875
00:06.9,0.03,28.14166667
00:06.9,0.04,27.35833333
00:06.9,4.21,25.77083333
00:06.9,0,28.34166667
00:06.9,0,27.70833333
00:06.9,17.81,25.3
00:06.9,6.02,25.00833333
00:06.9,2.01,25.09583333
00:06.9,0,26.85833333
00:06.9,8.61,25.72083333
00:06.9,2.41,26.6
00:06.9,0,27.22916667
00:06.9,0,28.75
00:06.9,3.02,26.8375
00:06.9,0,27.85833333
00:06.9,0,28.72916667
00:06.9,0.4,28.11666667
00:06.9,0.6,28.65
00:06.9,28.62,27.5625
00:06.9,0,27.43333333
00:06.9,6.23,26.8875
00:06.9,5.02,25.71666667
00:06.9,74.61,26.225
00:06.9,6.05,25.75833333
00:06.9,0.2,26.60833333
00:06.9,0,27.61666667
00:06.9,0.42,26.65416667
00:06.9,14.01,26.14166667
00:06.9,7.22,26.35416667
00:06.9,0.02,26.79166667
00:06.9,11.61,26.69166667
00:06.9,20.22,26.26666667
00:06.9,11.42,26.34166667
00:06.9,12.41,25.80416667
00:06.9,0,27.28333333
00:06.9,0,28.30833333
00:06.9,1.21,26.79166667
00:06.9,0,28.01666667
00:06.9,0,29.30416667
00:06.9,0,29.04166667
00:06.9,0,28.05833333
00:06.9,2.81,28.37083333
00:06.9,11.6,27.42916667
00:06.9,1.22,26.2125
00:06.9,0,27.78333333
00:06.9,6.61,28.27916667
00:06.9,0.22,27.15833333
00:06.9,17.01,27.50416667
00:06.9,19.83,27.10416667
00:06.9,6.41,26.175
00:06.9,9.81,26.56666667
00:06.9,6.61,26.27083333
00:06.9,23.21,26.21666667
00:06.9,9.8,26.4125
00:06.9,25.41,27.21666667
00:06.9,18.6,26.7625
00:06.9,10.8,27.45416667
00:06.9,5.2,27.11666667
00:06.9,41.41,25.55
00:06.9,29.6,26.7875
00:06.9,36.61,26.50416667
00:06.9,1.21,26.275
00:06.9,6.8,25.82083333
00:06.9,5.03,25.07083333
00:06.9,0,25.5125
00:06.9,0,27.325
00:06.9,1.03,27.7125
00:06.9,39.22,25.64166667
00:06.9,2.22,26.66666667
00:06.9,37.21,26.03333333
00:06.9,0,27.11666667
00:06.9,5.42,27.36666667
00:06.9,4.41,26.82916667
00:06.9,25.6,25.98333333
00:06.9,0,27.10416667
00:06.9,0,27.69166667
00:06.9,0,28.45
00:06.9,2.44,26.825
00:06.9,0.22,27.05833333
00:06.9,0,27.55416667
00:06.9,0.22,27.82916667
00:06.9,6.2,27.17083333
00:06.9,6.8,26.99583333
00:06.9,0.21,25.5375
00:06.9,15.23,24.44583333
00:06.9,0,25.60416667
00:06.9,0,27.85416667
00:06.9,16.01,29.35833333
00:06.9,0,28.57916667
00:06.9,0,28.35833333
00:06.9,25.42,27.50833333
00:06.9,78.01,26.375
00:06.9,14.61,26.59166667
00:06.9,10.82,27.025
00:06.9,49.2,26.6
00:06.9,0.6,26.09583333
00:06.9,58.82,26.44166667
00:06.9,7.45,25.23333333
00:06.9,0.01,25.94166667
00:06.9,21.4,25.16666667
00:06.9,1.21,25.48333333
00:06.9,0,27.0125
00:06.9,6.4,27.16666667
00:06.9,21.01,26.33333333
00:06.9,3.81,26.35833333
00:06.9,12.62,25.93333333
00:06.9,25.42,25.5625
00:06.9,0.61,26.6375
00:06.9,4.22,26.6125
00:06.9,0,27
00:06.9,17.82,26.69166667
00:06.9,15.21,26.5
00:06.9,0,26.75
00:06.9,74.63,25.85416667
00:06.9,0,26.56666667
00:06.9,0.2,27.2875
00:06.9,4.22,25.575
00:06.9,0,27.51666667
00:06.9,2.82,27.1625
00:06.9,6.62,27.7
00:06.9,24.42,25.90416667
00:06.9,0,27.2
00:06.9,3.61,27.49583333
00:06.9,0.6,26.94583333
00:06.9,40.41,25.53333333
00:06.9,1,26.53333333
00:06.9,9.62,26.17916667
00:06.9,27.21,26.5375
00:06.9,0,26.73333333
00:06.9,2.02,27.08333333
00:06.9,39.02,25.8625
00:06.9,29.62,25.76666667
00:06.9,0.61,27.12916667
00:06.9,11.81,26.56666667
00:06.9,52.8,26.32083333
00:06.9,0.21,27.06666667
00:06.9,20.61,27.3625
00:06.9,5.6,26.2875
00:06.9,0,26.075
00:06.9,0.2,28.12083333
00:06.9,0.41,28.3125
00:06.9,25.2,26.75
00:06.9,0,26.8375
00:06.9,0,26.625
00:06.9,0,27.26666667
00:06.9,20,27.15
00:06.9,0,26.1375
00:06.9,0,27.52083333
00:06.9,0.82,27.40833333
00:06.9,52.6,26.61666667
00:06.9,52.62,25.2
00:06.9,1.41,26.47916667
00:06.9,4.8,26.85
00:06.9,0,27.3375
00:06.9,6.02,27.2
00:06.9,28.8,26.67083333
00:06.9,34.01,26.43333333
00:06.9,1.21,25.99583333
00:06.9,1.41,26.16666667
00:06.9,15.4,25.39166667
00:06.9,3,26.02916667
00:06.9,45.62,25.075
00:06.9,0.2,25.6625
00:06.9,0,26.8125
00:06.9,7.8,26.89583333
00:06.9,89.21,25.1875
00:06.9,0.81,26.175
00:06.9,14.62,26.975
00:06.9,0,26.68333333
00:06.9,0,27.2125
00:06.9,0.6,27.175
00:06.9,50.62,25.57916667
00:06.9,31.02,25.1625
00:06.9,61.23,24.52083333
00:06.9,17.23,25.1625
00:06.9,10.33,23.8
00:06.9,0,25.69166667
00:06.9,0.41,25.89166667
00:06.9,0.21,25.87083333
00:06.9,4.6,25.20833333
00:06.9,21.2,26.45833333
