date,rainfall (mm),temperature (C)
01:40.9,0.02,27.34166667
01:40.9,0,27.0875
01:40.9,7.61,26.92083333
01:40.9,0,27.225
01:40.9,0,27.55
01:40.9,0,27.85
01:40.9,0.04,27.54166667
01:40.9,0,28.2625
01:40.9,0,28.29166667
01:40.9,0.43,27.37083333
01:40.9,1.41,27.49166667
01:40.9,0,28.02083333
01:40.9,0.02,27.7
01:40.9,19.82,25.9625
01:40.9,0,27.20416667
01:40.9,0,27.34583333
01:40.9,0.41,27.94166667
01:40.9,2.21,27.58333333
01:40.9,0,28.14166667
01:40.9,0,28.5625
01:40.9,0.01,27.79166667
01:40.9,1.05,27.65833333
01:40.9,0,27.78333333
01:40.9,0.2,29.24583333
01:40.9,1.83,27.2875
01:40.9,0,27.97916667
01:40.9,0,28.09166667
01:40.9,0.02,27.41666667
01:40.9,0,27.53333333
01:40.9,0,27.925
01:40.9,41.82,26.40833333
01:40.9,0,27.30416667
01:40.9,0,28
01:40.9,0,28.2375
01:40.9,0.61,27.87083333
01:40.9,0,28.15
01:40.9,0,28.2625
01:40.9,0,27.925
01:40.9,0,28.1125
01:40.9,0,28.18333333
01:40.9,0,28.15
01:40.9,0,28.55416667
01:40.9,2.4,28.62916667
01:40.9,0.83,28.7125
01:40.9,0,29.0625
01:40.9,0,28.9875
01:40.9,0.63,27.87083333
01:40.9,6.61,27.87083333
01:40.9,2.62,26.7875
01:40.9,1.82,28.1375
01:40.9,25.21,27.35416667
01:40.9,15.8,27.85
01:40.9,0,28.3875
01:40.9,0,29.175
01:40.9,8.44,27.76666667
01:40.9,24.23,26.5125
01:40.9,5.82,26.92083333
01:40.9,33.62,27.69166667
01:40.9,3.81,27.91666667
01:40.9,0,28.81666667
01:40.9,0,28.80833333
01:40.9,0,28.625
01:40.9,0.81,28.35833333
01:40.9,1.06,28.9
01:40.9,3.24,27.5875
01:40.9,11.24,28.0375
01:40.9,2.21,28.05833333
01:40.9,9.21,27.8375
01:40.9,132.22,26.55416667
01:40.9,0.44,27.94583333
01:40.9,26.21,28.1375
01:40.9,0.44,27.89583333
01:40.9,0.01,28.19166667
01:40.9,0.02,29.31666667
01:40.9,0,29.025
01:40.9,0,29.35416667
01:40.9,0.03,28.89583333
01:40.9,0.22,28.24583333
01:40.9,0.02,27.88333333
01:40.9,0,28.11666667
01:40.9,0,28.95416667
01:40.9,4.41,28.22083333
01:40.9,0,28.7375
01:40.9,0,29.1375
01:40.9,0,29.2
01:40.9,8.01,28.34583333
01:40.9,0,27.65416667
01:40.9,0,28.89583333
01:40.9,1.04,26.81666667
01:40.9,0,27.82083333
01:40.9,0,29.05416667
01:40.9,4.23,26.39166667
01:40.9,8,27.62083333
01:40.9,0,27.85416667
01:40.9,0.02,28.20833333
01:40.9,0,28.5125
01:40.9,7,27.575
01:40.9,0.22,27.8125
01:40.9,105.41,26.21666667
01:40.9,0,26.90416667
01:40.9,0.22,27.83333333
01:40.9,0,27.90833333
01:40.9,0,27.78333333
01:40.9,0,28.775
01:40.9,0,29.05416667
01:40.9,4.24,28.02083333
01:40.9,4.22,28.15416667
01:40.9,0,27.92083333
01:40.9,10.65,25.8625
01:40.9,0,27.25
01:40.9,2.43,27.8625
01:40.9,1.42,26.68333333
01:40.9,28.67,25.75416667
01:40.9,0,27.125
01:40.9,0,27.89583333
01:40.9,4.47,28.075
01:40.9,0.4,28.1375
01:40.9,0.84,28.37916667
01:40.9,22.43,27.66666667
01:40.9,9.62,26.775
01:40.9,10.82,26.59166667
01:40.9,0.2,28.34583333
01:40.9,10.03,27.18333333
01:40.9,20.82,26.9375
01:40.9,73.2,26.43333333
01:40.9,12.61,26.3125
01:40.9,0,27.45833333
01:40.9,0,28.14166667
01:40.9,0,28.575
01:40.9,38.22,26.725
01:40.9,0.02,27.3375
01:40.9,0,28.17083333
01:40.9,3,27.37916667
01:40.9,0,28.40833333
01:40.9,0,28.6625
01:40.9,0.21,29.17083333
01:40.9,0,29.47083333
01:40.9,0,29.33333333
01:40.9,6.61,29.48333333
01:40.9,1.01,28.95416667
01:40.9,0.61,28.34583333
01:40.9,0,28.85
01:40.9,0,28.81666667
01:40.9,17.02,27.82083333
01:40.9,0,28.6625
01:40.9,0,29.2375
01:40.9,0,29.075
01:40.9,0,29.4875
01:40.9,0,29.5875
01:40.9,4.21,29.04583333
01:40.9,1.21,29.025
01:40.9,141.01,27.15833333
01:40.9,8.42,27.28333333
01:40.9,0,28.52083333
01:40.9,27.63,27.65
01:40.9,0.03,27.73333333
01:40.9,42.8,26.975
01:40.9,11.61,27.175
01:40.9,11.61,26.60416667
01:40.9,2.43,26.7125
01:40.9,23.02,26.32916667
01:40.9,1.41,27.15
01:40.9,51.63,26.06666667
01:40.9,61.03,25.29166667
01:40.9,17.81,25.1875
01:40.9,3.8,26.1125
01:40.9,0.22,26.4375
01:40.9,71.8,26.36666667
01:40.9,4.81,26.55
01:40.9,10.2,26.34166667
01:40.9,0.63,26.36666667
01:40.9,20.01,26.73333333
01:40.9,23.2,26.18333333
01:40.9,7.81,26.29583333
01:40.9,0.42,26.77083333
01:40.9,227.63,24.85416667
01:40.9,43.4,25.09166667
01:40.9,0.42,27.1875
01:40.9,0.42,27.38333333
01:40.9,7.42,27.3875
01:40.9,25.42,25.24583333
01:40.9,29.8,26.1
01:40.9,0,27.85416667
01:40.9,1.21,28.50416667
01:40.9,1.44,28.08333333
01:40.9,4.02,26.56666667
01:40.9,3.2,27.07916667
01:40.9,60.45,25.36666667
01:40.9,0.01,25.725
01:40.9,0,26.425
01:40.9,0,27.22083333
01:40.9,1.4,28.1125
01:40.9,34.02,27.40833333
01:40.9,141.41,24.52916667
01:40.9,0,27.7125
01:40.9,16.24,27.15
01:40.9,0.01,27.84166667
01:40.9,0.21,27.29166667
01:40.9,4.81,26.97916667
01:40.9,2.41,27.49166667
01:40.9,0,27.6
01:40.9,10.41,27.65416667
01:40.9,5.81,27.32916667
01:40.9,2,27.09583333
01:40.9,23.82,26.47916667
01:40.9,15.03,25.56666667
01:40.9,52,27.3125
01:40.9,16.81,26.8
01:40.9,12.2,26.92083333
01:40.9,0,28.43333333
01:40.9,0,28.56666667
01:40.9,0,28.58333333
01:40.9,0,28.77916667
01:40.9,0,29.44583333
01:40.9,141.4,28.09166667
01:40.9,3.41,28.6
01:40.9,0,28.52916667
01:40.9,0,28.7
01:40.9,20.8,29.09583333
01:40.9,0.62,27.7375
01:40.9,14.22,27.8125
01:40.9,44.61,26.54166667
01:40.9,62.22,25.92916667
01:40.9,8.02,26.37083333
01:40.9,15.03,26.90833333
01:40.9,25.83,26.01666667
01:40.9,0.63,27.4625
01:40.9,4.01,27.94583333
01:40.9,21.03,27.19166667
01:40.9,2.42,27.39583333
01:40.9,0.81,26.57083333
01:40.9,11.01,26.975
01:40.9,5.41,27.36666667
01:40.9,5.63,26.77083333
01:40.9,3.81,26.725
01:40.9,26.02,26.69166667
01:40.9,1.42,26.59583333
01:40.9,57.84,26.58333333
01:40.9,16.84,26.48333333
01:40.9,48.82,26.57083333
01:40.9,2.43,27.1375
01:40.9,3.63,27.77916667
01:40.9,43.81,26.63333333
01:40.9,0,27.14166667
01:40.9,8.01,27.50416667
01:40.9,37.83,25.21666667
01:40.9,1.01,26.81666667
01:40.9,0.61,27.1
01:40.9,8.4,26.85416667
01:40.9,0,26.84166667
01:40.9,0,26.47083333
01:40.9,0,27.7
01:40.9,0,28.125
01:40.9,0,28.27916667
01:40.9,18.81,27.44583333
01:40.9,1.41,27.22083333
01:40.9,5.22,26.70416667
01:40.9,1.4,27.1125
01:40.9,23.84,25.71666667
01:40.9,0,26.9375
01:40.9,0.21,27.98333333
01:40.9,27.01,27.8875
01:40.9,12.01,26.52916667
01:40.9,1.41,26.2625
01:40.9,0,27.66666667
01:40.9,0.21,27.79583333
01:40.9,32.6,26.66666667
01:40.9,0.22,26.925
01:40.9,8.23,27.07916667
01:40.9,42.46,26.03333333
01:40.9,2.41,27.14166667
01:40.9,0,28.2125
01:40.9,0,27.72916667
01:40.9,0.02,27.60416667
01:40.9,20.04,25.52083333
01:40.9,0,26.88333333
01:40.9,1.65,27.52083333
01:40.9,0.01,27.44166667
01:40.9,0,28.27083333
01:40.9,0.02,27.90416667
01:40.9,19.62,26.87916667
01:40.9,11.61,27.05833333
01:40.9,0.25,27.25833333
01:40.9,0,27.24583333
01:40.9,0,27.5
01:40.9,0,28.275
01:40.9,0.02,27.25416667
01:40.9,0,27.62916667
01:40.9,0,27.95833333
01:40.9,0,28.3875
01:40.9,1.62,26.48333333
01:40.9,4.01,25.76666667
01:40.9,0.81,27.00833333
01:40.9,0.02,26.57083333
01:40.9,0.81,26.85833333
01:40.9,0.46,25.94583333
01:40.9,12.03,25.34583333
01:40.9,2.02,26.01666667
01:40.9,1.41,26.975
01:40.9,0,27.55
01:40.9,0,27.1625
01:40.9,0.02,26.95
01:40.9,0,26.74583333
01:40.9,0,27.55416667
01:40.9,0,28.35416667
01:40.9,12.61,27.3875
01:40.9,0,26.8625
01:40.9,0,27.3625
01:40.9,0,27.45416667
01:40.9,0,27.60833333
01:40.9,0,27.6
01:40.9,3.61,26.30833333
01:40.9,4.43,26.09166667
01:40.9,0.42,26.24166667
01:40.9,0.02,25.34583333
01:40.9,0,25.99583333
01:40.9,0,27.0125
01:40.9,0.2,27.37916667
01:40.9,0,27.69583333
01:40.9,0,27.80416667
01:40.9,14.85,26.6875
01:40.9,11.61,26.27916667
01:40.9,1.21,27.00416667
01:40.9,0,27.64166667
01:40.9,0.04,27.25833333
01:40.9,1.8,27.95833333
01:40.9,0.22,27.50416667
01:40.9,11.41,26.4125
01:40.9,0,27.075
01:40.9,0,27.5875
01:40.9,0,27.4375
01:40.9,0.21,27.40833333
01:40.9,0,27.0375
01:40.9,0.24,27.25833333
01:40.9,1.6,27
01:40.9,7.84,26.54166667
01:40.9,1.02,26.72083333
01:40.9,109.41,25.77083333
01:40.9,0.21,26.00416667
01:40.9,0,27.35833333
01:40.9,1.21,26.92083333
01:40.9,0.02,27.075
01:40.9,0,27.5625
01:40.9,0,27.675
01:40.9,0,27.5625
01:40.9,32.84,25.3125
01:40.9,1.83,25.24166667
01:40.9,0.41,26.875
01:40.9,0,27.67916667
01:40.9,0,27.4625
01:40.9,0.03,26.82916667
01:40.9,2.22,27.75833333
01:40.9,0,26.74583333
01:40.9,0.02,26.74166667
01:40.9,0.82,26.675
01:40.9,0.21,25.71666667
01:40.9,0,27.07083333
01:40.9,0.43,26.91666667
01:40.9,13.01,26.35416667
01:40.9,0,27.0125
01:40.9,0,26.9375
01:40.9,15.4,27.60833333
01:40.9,2.41,25.69166667
01:40.9,0,26.925
01:40.9,31.6,26.49166667
01:40.9,6.06,26.54166667
01:40.9,1.02,27.24583333
01:40.9,0.03,27.3125
01:40.9,23.63,27.37083333
01:40.9,19.81,27.35833333
01:40.9,4.83,27.77083333
01:40.9,14.23,26.7875
01:40.9,53.63,26.1625
01:40.9,18.24,26.15416667
01:40.9,8.45,26.38333333
01:40.9,11.05,26.15
01:40.9,0.21,27.57083333
01:40.9,0,28.03333333
01:40.9,0,28.41666667
01:40.9,0,28.825
01:40.9,0.02,27.5875
01:40.9,49.42,25.69166667
01:40.9,0,26.93333333
01:40.9,0,28.6625
01:40.9,0.02,27.6375
01:40.9,0,28.24166667
01:40.9,0,27.80833333
01:40.9,0,26.625
01:40.9,14.42,26.6375
01:40.9,17.03,25.91666667
01:40.9,12.22,26.75
01:40.9,37.82,26.4
01:40.9,42.22,26.32916667
01:40.9,63.05,25.4125
01:40.9,9.63,26.74583333
01:40.9,0.01,26.74166667
01:40.9,0,27.94166667
01:40.9,0,27.57916667
01:40.9,0,27.90833333
01:40.9,0,27.95416667
01:40.9,0,27.975
01:40.9,0,28.42916667
01:40.9,0,28.9875
01:40.9,1.83,28.26666667
01:40.9,2.42,26.87916667
01:40.9,0,27.84166667
01:40.9,5.21,27.80833333
01:40.9,0,27.65416667
01:40.9,13.61,27.42916667
01:40.9,0.22,27.29583333
01:40.9,0,27.75
01:40.9,8.82,26.65416667
01:40.9,0,27.19583333
01:40.9,10.4,28.05416667
01:40.9,10.82,25.775
01:40.9,0,27.67083333
01:40.9,0,28.49583333
01:40.9,0,28.925
01:40.9,0,28.59583333
01:40.9,0.02,27.59583333
01:40.9,1.01,28.29166667
01:40.9,13.22,27.825
01:40.9,30.43,27.64583333
01:40.9,58.66,26.35416667
01:40.9,0.24,26.99583333
01:40.9,0,28.52916667
01:40.9,9.61,27.34583333
01:40.9,0,27.78333333
01:40.9,0,28.79166667
01:40.9,0,29.2625
01:40.9,0,29.45416667
01:40.9,13.41,27.48333333
01:40.9,0,28.4375
01:40.9,3.41,28.1625
01:40.9,8.81,27.10833333
01:40.9,0.81,27.85833333
01:40.9,0.02,28.66666667
01:40.9,0.02,28.5125
01:40.9,0,29.10833333
01:40.9,0,29.025
01:40.9,6.02,27.49583333
01:40.9,48.01,26.25833333
01:40.9,2.61,27.5875
01:40.9,0,27.9375
01:40.9,0,28.40416667
01:40.9,0,28.2
01:40.9,1.23,28.94166667
01:40.9,37.03,26.4125
01:40.9,0,27.05833333
01:40.9,0,27.54583333
01:40.9,0,28.5375
01:40.9,0,28
01:40.9,46.42,26.12916667
01:40.9,0,28.15416667
01:40.9,4.21,27.90833333
01:40.9,39.01,26.00416667
01:40.9,0,27.60416667
01:40.9,24.2,28.0625
01:40.9,51.2,26.62916667
01:40.9,3.23,26.20833333
01:40.9,0,27.95833333
01:40.9,12.21,28.5125
01:40.9,23.41,27.1375
01:40.9,4.41,26.3625
01:40.9,0.61,27.52083333
01:40.9,89.43,26.78333333
01:40.9,17.21,26.225
01:40.9,0.02,27.38333333
01:40.9,0.02,27.65
01:40.9,6.63,27.36666667
01:40.9,18.42,26.81666667
01:40.9,0.41,27.36666667
01:40.9,0,28.10833333
01:40.9,0,28.2375
01:40.9,0,28.4
01:40.9,0,28.61666667
01:40.9,14.81,27.77916667
01:40.9,0,28.66666667
01:40.9,0.03,29.00416667
01:40.9,1.25,27.68333333
01:40.9,0.42,28.26666667
01:40.9,8.27,26.89583333
01:40.9,1.01,28.22083333
01:40.9,6.4,28.7
01:40.9,82.22,25.8125
01:40.9,8.42,26.42083333
01:40.9,18.6,25.9375
01:40.9,2.21,27.05416667
01:40.9,12.05,26.20833333
01:40.9,0.81,26.925
01:40.9,0,27.62916667
01:40.9,1,28.375
01:40.9,0.61,27.20416667
01:40.9,0,27.8875
01:40.9,0,28.65
01:40.9,0.02,28.30833333
01:40.9,0.01,28.61666667
01:40.9,40.8,27.28333333
01:40.9,5.2,27.9625
01:40.9,8.04,27.59583333
01:40.9,26.45,26.14166667
01:40.9,40.83,26.69583333
01:40.9,87.84,26.45416667
01:40.9,14.21,26.85416667
01:40.9,0,27.87083333
01:40.9,0,27.90833333
01:40.9,43.62,27.20833333
01:40.9,1.01,26.6875
01:40.9,1.01,27.95
01:40.9,0.48,27.29166667
01:40.9,10.63,26.725
01:40.9,47.65,26.12916667
01:40.9,29.46,26.5125
01:40.9,0,27.46666667
01:40.9,5.4,27.73333333
01:40.9,0,28.66666667
01:40.9,0,29.16666667
01:40.9,0,29.20416667
01:40.9,0,29.04583333
01:40.9,0,29.15833333
01:40.9,0,28.70833333
01:40.9,7.41,28.59583333
01:40.9,0.23,28.02916667
01:40.9,1.06,27.975
01:40.9,0.02,27.37916667
01:40.9,0,26.50416667
01:40.9,0,26.29583333
01:40.9,30.04,26.90416667
01:40.9,7.06,25.95
01:40.9,0.02,26.2375
01:40.9,8.04,26.62916667
01:40.9,7.03,26.65
01:40.9,9.21,26.35416667
01:40.9,15.2,26.95
01:40.9,3.41,27.63333333
01:40.9,0.01,27.8625
01:40.9,7,26.76666667
01:40.9,20.22,26.19583333
01:40.9,0,27.16666667
01:40.9,13.04,27.40416667
01:40.9,4.81,27.625
01:40.9,60.24,25.98333333
01:40.9,52.42,25.41666667
01:40.9,0,26.3875
01:40.9,1.03,27.85416667
01:40.9,3.02,26.94166667
01:40.9,55.41,25.75833333
01:40.9,0.62,26.925
01:40.9,1.04,25.5875
01:40.9,0.02,27.55416667
01:40.9,5.4,28.4
01:40.9,81.62,26.72083333
01:40.9,0.04,26.04583333
01:40.9,0.02,27.20416667
01:40.9,0,28.05416667
01:40.9,1.63,28.1125
01:40.9,44.61,27.75
01:40.9,17.01,26.9625
01:40.9,0.45,26.93333333
01:40.9,0.02,27.7
01:40.9,0,28
01:40.9,0,27.99166667
01:40.9,17.27,25.54583333
01:40.9,50.82,24.83333333
01:40.9,3.03,25.9125
01:40.9,0,28
01:40.9,1.02,28.6625
01:40.9,0,27.30416667
01:40.9,0.02,27.84583333
01:40.9,0.04,27.6625
01:40.9,5.62,27.275
01:40.9,10.82,26.95416667
01:40.9,0,27.37083333
01:40.9,16.42,27.5125
01:40.9,0.46,26.76666667
01:40.9,5.02,27.2125
01:40.9,125.41,25.90833333
01:40.9,0,26.625
01:40.9,43.21,26.425
01:40.9,2.63,26.63333333
01:40.9,0,28.25416667
01:40.9,18.41,27.84583333
01:40.9,0,28.2375
01:40.9,1.03,28.24583333
01:40.9,95.22,24.39583333
01:40.9,8.81,26.82083333
01:40.9,3.67,26.8
01:40.9,4.85,26.49166667
01:40.9,4.43,26.77083333
01:40.9,1.82,27.7625
01:40.9,0,27.30833333
01:40.9,0,27.1375
01:40.9,1.4,27.44583333
01:40.9,0,27.68333333
01:40.9,0.04,27.05
01:40.9,12.25,26.51666667
01:40.9,6,27.9875
01:40.9,61.66,27.5375
01:40.9,28.61,27.1375
01:40.9,49.85,24.70416667
01:40.9,0,26.68333333
01:40.9,0,27.59583333
01:40.9,2.64,27.45
01:40.9,36.61,25.9125
01:40.9,0.41,26.725
01:40.9,7.81,26.97916667
01:40.9,6,26.64166667
01:40.9,1.61,26.33333333
01:40.9,0,27.2875
01:40.9,58.81,26.675
01:40.9,6.81,25.56666667
01:40.9,1.62,26.89166667
01:40.9,10,26.4625
01:40.9,2.41,26.28333333
01:40.9,2.01,26.64166667
01:40.9,0,26.87916667
01:40.9,39.82,26.79583333
01:40.9,0.05,26.67083333
01:40.9,0.03,28.19166667
01:40.9,55.43,27.3
01:40.9,6.62,26.44166667
01:40.9,0,28.08333333
01:40.9,17.62,26.17916667
01:40.9,0.41,26.475
01:40.9,0,27.45416667
01:40.9,35.41,26.64583333
01:40.9,0,27.43333333
01:40.9,34.42,26.54166667
01:40.9,1,26.91666667
01:40.9,4.03,27.09583333
01:40.9,0,27.19583333
01:40.9,0,27.75
01:40.9,0,28.30833333
01:40.9,27.2,26.41666667
01:40.9,0.62,26.36666667
01:40.9,18.01,26.35416667
01:40.9,37.81,26.63333333
01:40.9,7.2,26.80833333
01:40.9,12.24,25.25833333
01:40.9,36.05,24.82916667
01:40.9,5.81,25.85833333
01:40.9,1.61,26.3625
01:40.9,0.01,27.325
01:40.9,3.85,26.5125
01:40.9,47.22,26.04166667
01:40.9,0.42,26.97083333
01:40.9,0.61,26.71666667
01:40.9,0,26.925
01:40.9,0,27.59583333
01:40.9,1.62,27.375
01:40.9,59.02,25.37916667
01:40.9,21.06,26.08333333
01:40.9,2.82,24.94583333
01:40.9,6.83,25.92916667
01:40.9,18.43,23.75833333
01:40.9,0,25.14583333
01:40.9,0,26.6375
01:40.9,0.02,27.225
01:40.9,14.2,27.175
01:40.9,0.01,26.92083333
