date,rainfall (mm),temperature (C)
02:18.0,1.62,26.3125
02:18.0,0,27.25
02:18.0,0,26.92083333
02:18.0,0,27.32083333
02:18.0,15.8,26.67083333
02:18.0,0.62,26.8
02:18.0,0,27.19583333
02:18.0,29.82,26.49583333
02:18.0,11.81,26.77916667
02:18.0,16.46,25.39166667
02:18.0,1.42,25.59583333
02:18.0,10.04,25.22916667
02:18.0,0,26.6125
02:18.0,3.82,26.3625
02:18.0,0.21,26.81666667
02:18.0,0,27.4
02:18.0,32.8,26.97083333
02:18.0,1.82,27.325
02:18.0,47.61,26.14166667
02:18.0,0,26.21666667
02:18.0,4.61,27.09583333
02:18.0,29.62,27
02:18.0,2.82,25.60416667
02:18.0,0,26.52083333
02:18.0,47.03,25.9875
02:18.0,0.2,26.15833333
02:18.0,27,25.4875
02:18.0,0.21,26.90416667
02:18.0,0,27.52916667
02:18.0,5.81,26.94583333
02:18.0,30.4,26.375
02:18.0,17.23,25.15
02:18.0,23.02,25.96666667
02:18.0,0.63,25.84583333
02:18.0,0,26.44583333
02:18.0,0,26.99166667
02:18.0,0,27.5
02:18.0,0,27.70416667
02:18.0,0,27.675
02:18.0,49.82,26.4
02:18.0,0,26.87083333
02:18.0,0,26.91666667
02:18.0,0,26.35833333
02:18.0,0,27.0375
02:18.0,0,27.08333333
02:18.0,0,27.15833333
02:18.0,0,27.26666667
02:18.0,0,27.6875
02:18.0,1.22,26.9625
02:18.0,1.21,26.60833333
02:18.0,25.4,26.27083333
02:18.0,0.44,26.40416667
02:18.0,9.44,27.025
02:18.0,94.04,26.17916667
02:18.0,35.61,25.83333333
02:18.0,2.83,26.49166667
02:18.0,0,26.49166667
02:18.0,0,26.8875
02:18.0,0,26.70833333
02:18.0,0,26.77916667
02:18.0,5.82,26.95833333
02:18.0,41.6,27.04583333
02:18.0,1,27.5875
02:18.0,0,27.72083333
02:18.0,0,27.77083333
02:18.0,16.44,26.7625
02:18.0,10.22,26.38333333
02:18.0,0.43,26.5375
02:18.0,11.64,26.49583333
02:18.0,0.03,26.23333333
02:18.0,0.81,27.43333333
02:18.0,2.41,27.45
02:18.0,0,27.30416667
02:18.0,0,27.64583333
02:18.0,0,27.8125
02:18.0,0,28.13333333
02:18.0,0,28.18333333
02:18.0,0,27.59583333
02:18.0,0,27.23333333
02:18.0,3.43,26.60416667
02:18.0,0,27.2125
02:18.0,1.4,27.825
02:18.0,0,28.05833333
02:18.0,0,28.15833333
02:18.0,0,27.46666667
02:18.0,0,27.025
02:18.0,0,27.225
02:18.0,0,26.54166667
02:18.0,1,27.12916667
02:18.0,0,27.2625
02:18.0,0.4,26.8125
02:18.0,28.61,24.84166667
02:18.0,0,26.875
02:18.0,2.23,26.59166667
02:18.0,0.01,26.9
02:18.0,0,27.29166667
02:18.0,0,27.50833333
02:18.0,0,27.05
02:18.0,0,26.61666667
02:18.0,1.44,26.40416667
02:18.0,0,26.4125
02:18.0,0,26.8625
02:18.0,0.4,26.89166667
02:18.0,0,27.38333333
02:18.0,0,27.57083333
02:18.0,0,26.17916667
02:18.0,6.22,25.91666667
02:18.0,3,26.46666667
02:18.0,0,27.47916667
02:18.0,0,27.00416667
02:18.0,0.02,26.35416667
02:18.0,0,26.24583333
02:18.0,11.2,27.24583333
02:18.0,3.62,27.4625
02:18.0,37,25.8125
02:18.0,10.41,26.16666667
02:18.0,0.02,26.1875
02:18.0,0,26.32083333
02:18.0,0,27.2375
02:18.0,0,27.2125
02:18.0,0.41,27.7375
02:18.0,2.61,27.73333333
02:18.0,0,27.38333333
02:18.0,14.64,24.72083333
02:18.0,0.04,26.52916667
02:18.0,0,27.25833333
02:18.0,12.41,27.0875
02:18.0,62.42,26.17083333
02:18.0,0,27.76666667
02:18.0,9.21,27.11666667
02:18.0,12,27.64583333
02:18.0,4.4,26.8
02:18.0,2.61,27.77916667
02:18.0,23.02,26.42083333
02:18.0,0,27.55833333
02:18.0,0,27.72083333
02:18.0,0,27.25833333
02:18.0,0.41,27.90416667
02:18.0,2.43,27.85416667
02:18.0,2.02,27.25833333
02:18.0,0,27.4375
02:18.0,0,27.8875
02:18.0,0,26.87083333
02:18.0,0,27.73333333
02:18.0,0,28.2375
02:18.0,0,27.29583333
02:18.0,0,27.66666667
02:18.0,7.22,26.125
02:18.0,0,27.825
02:18.0,19.03,26.09166667
02:18.0,1.6,26.64583333
02:18.0,0,27.3625
02:18.0,8.82,25.67916667
02:18.0,0,26.99166667
02:18.0,7.25,26.05
02:18.0,0.6,25.99583333
02:18.0,0,26.6875
02:18.0,0,27.2
02:18.0,0,27.40833333
02:18.0,0.02,26.8
02:18.0,0,27.22916667
02:18.0,3.2,26.99166667
02:18.0,6.21,26.00833333
02:18.0,0,26.94583333
02:18.0,0,27.14166667
02:18.0,0.02,26.0375
02:18.0,4.4,26.72916667
02:18.0,1.25,26.86666667
02:18.0,5.22,25.82916667
02:18.0,2.2,27.525
02:18.0,2.83,26.725
02:18.0,0,27.425
02:18.0,2.8,27.10416667
02:18.0,1.21,26.89583333
02:18.0,32.02,24.85833333
02:18.0,0,26.36666667
02:18.0,0.02,26.5
02:18.0,0,27.4125
02:18.0,1.61,26.71666667
02:18.0,0,27.09583333
02:18.0,18.24,26.275
02:18.0,0,26.92083333
02:18.0,0.23,26.49166667
02:18.0,2.06,26.30416667
02:18.0,0,27.12916667
02:18.0,19.2,27.53333333
02:18.0,2.71,24.83333333
02:18.0,0.02,27.0625
02:18.0,3.2,27.5
02:18.0,0.6,26.9125
02:18.0,0.65,25.73333333
02:18.0,2.27,25.77916667
02:18.0,0.83,26.33333333
02:18.0,3.61,26.65
02:18.0,29.82,26.4875
02:18.0,1.61,26.42916667
02:18.0,0,27.15416667
02:18.0,2.2,27.17916667
02:18.0,0,27.57083333
02:18.0,0,28.075
02:18.0,2.4,27.875
02:18.0,10.42,26.59166667
02:18.0,0,27.58333333
02:18.0,0,27.34583333
02:18.0,8.26,26.11666667
02:18.0,0.6,27.18333333
02:18.0,16.23,26.77083333
02:18.0,1.03,26.99583333
02:18.0,0.22,27.39583333
02:18.0,4.21,27.92916667
02:18.0,0,27.99583333
02:18.0,0,27.89166667
02:18.0,0,28.05
02:18.0,0,28.08333333
02:18.0,3,27.25
02:18.0,2.8,27.49583333
02:18.0,0.41,27.68333333
02:18.0,20,27.28333333
02:18.0,11.2,27.45416667
02:18.0,0,27.13333333
02:18.0,3.02,27.16666667
02:18.0,6.8,25.9625
02:18.0,16,26.8625
02:18.0,13.43,26.12083333
02:18.0,2.2,27.1
02:18.0,0,27.00833333
02:18.0,0,27.34166667
02:18.0,3.01,27.475
02:18.0,0,27.65833333
02:18.0,2.4,27.68333333
02:18.0,0,26.86666667
02:18.0,1.81,26.90416667
02:18.0,0,26.98333333
02:18.0,2.2,27.26666667
02:18.0,0,27.48333333
02:18.0,0,27.6875
02:18.0,0.62,27.69583333
02:18.0,0,27.72083333
02:18.0,0.02,27.51666667
02:18.0,44.8,25.89166667
02:18.0,28.8,25.00833333
02:18.0,0,26.4375
02:18.0,1.01,26.85833333
02:18.0,24.21,26.05
02:18.0,4.03,24.72916667
02:18.0,1.01,26.53333333
02:18.0,0.4,27.1375
02:18.0,11.62,25.72083333
02:18.0,0.02,26.72916667
02:18.0,11.82,27.20833333
02:18.0,0,26.79583333
02:18.0,0,27.05833333
02:18.0,0,27.675
02:18.0,7.01,27.05
02:18.0,25.82,26.65416667
02:18.0,0,26.04583333
02:18.0,0,26.28333333
02:18.0,42.61,25.64583333
02:18.0,0,26.50833333
02:18.0,13.62,26.8125
02:18.0,36.61,25.5125
02:18.0,0,26.4875
02:18.0,5.62,27.11666667
02:18.0,0.21,26.925
02:18.0,0.21,26.92916667
02:18.0,14.62,26.13333333
02:18.0,3.04,26.7
02:18.0,0.61,25.64166667
02:18.0,0.21,26.45833333
02:18.0,0,27.28333333
02:18.0,50.61,26.73333333
02:18.0,1.03,26.50416667
02:18.0,0.01,26.89166667
02:18.0,0,27.28333333
02:18.0,0,27.19166667
02:18.0,9.23,26.85416667
02:18.0,2.82,27.64166667
02:18.0,0,27.79166667
02:18.0,0,28.07083333
02:18.0,0,28.03333333
02:18.0,28.02,26.25416667
02:18.0,0,28.07916667
02:18.0,0,27.49583333
02:18.0,0,27.17083333
02:18.0,41.01,25.97083333
02:18.0,0,26.60833333
02:18.0,7.81,26.71666667
02:18.0,2.01,25.98333333
02:18.0,0,26.07083333
02:18.0,0.04,25.37083333
02:18.0,0.02,26.35833333
02:18.0,7.41,26.125
02:18.0,7.4,26.25833333
02:18.0,1.6,26.125
02:18.0,2.83,25.475
02:18.0,0,26.1875
02:18.0,0,25.79166667
02:18.0,0,26.8875
02:18.0,2.61,25.56666667
02:18.0,7.2,25.84583333
02:18.0,11.42,26.07916667
02:18.0,0,26.47083333
02:18.0,0,26.74583333
02:18.0,0,27.5125
02:18.0,1.6,26.87916667
02:18.0,8.61,25.7375
02:18.0,0.22,26.7875
02:18.0,0,26.3375
02:18.0,0.02,26.43333333
02:18.0,0,26.65833333
02:18.0,4.63,25.77083333
02:18.0,0,25.76666667
02:18.0,0.2,25.2875
02:18.0,16.42,24.875
02:18.0,0,26.2625
02:18.0,0,26.4375
02:18.0,0.8,26.89583333
02:18.0,14.4,26.66666667
02:18.0,20.4,25.5625
02:18.0,4.6,26.875
02:18.0,57.21,26.1875
02:18.0,0,26.47083333
02:18.0,0,26.475
02:18.0,0,27.02916667
02:18.0,0.4,26.5875
02:18.0,0,27.12083333
02:18.0,7,26.90833333
02:18.0,0,26.82916667
02:18.0,0,26.57916667
02:18.0,21,26.19583333
02:18.0,0,27.075
02:18.0,3.04,25.99166667
02:18.0,0,25.8375
02:18.0,5.62,25.96666667
02:18.0,10.63,26.44583333
02:18.0,0.21,26.9375
02:18.0,13.81,26.14583333
02:18.0,0,26.41666667
02:18.0,0.81,27.21666667
02:18.0,31.2,26.4125
02:18.0,0,27.62083333
02:18.0,33.8,27.0125
02:18.0,2.82,25.79166667
02:18.0,28.62,25.99583333
02:18.0,23.24,25.24583333
02:18.0,0.02,26.0375
02:18.0,0,26.82916667
02:18.0,0,27.02916667
02:18.0,0.01,27.02916667
02:18.0,0,27.6875
02:18.0,1.21,26.675
02:18.0,0,27.10416667
02:18.0,1.2,27.00833333
02:18.0,6.02,26.36666667
02:18.0,0,26.90416667
02:18.0,8.61,26.3875
02:18.0,0,26.75416667
02:18.0,4.42,26.1625
02:18.0,26.83,25.80833333
02:18.0,0,26.8125
02:18.0,49.4,26.1
02:18.0,0,26.6625
02:18.0,0,27.5125
02:18.0,0,27.22916667
02:18.0,0.62,26.5125
02:18.0,0,27.23333333
02:18.0,0.2,26.8875
02:18.0,0.02,26.77083333
02:18.0,3.61,27.05833333
02:18.0,0.42,27.57083333
02:18.0,11.23,27.62916667
02:18.0,4.85,26.65
02:18.0,0.01,26.99583333
02:18.0,0.01,26.91666667
02:18.0,0,27.62916667
02:18.0,0,27.54583333
02:18.0,0,27.8625
02:18.0,4.21,28.40833333
02:18.0,20,25.80833333
02:18.0,3.4,26.2
02:18.0,0,26.97916667
02:18.0,29.22,25.78333333
02:18.0,0,27.3625
02:18.0,0,27.89166667
02:18.0,9.02,25.74166667
02:18.0,15.4,25.575
02:18.0,1.62,25.19583333
02:18.0,0.01,27.1625
02:18.0,12.47,25.89583333
02:18.0,18.6,27.09583333
02:18.0,3.42,27.32916667
02:18.0,19.82,27.0875
02:18.0,1.6,27.55833333
02:18.0,2.01,27.3125
02:18.0,16.62,27.15833333
02:18.0,2.02,27.10416667
02:18.0,0,26.625
02:18.0,0,27.64583333
02:18.0,18.2,26.725
02:18.0,18.62,26.87916667
02:18.0,0,28.05
02:18.0,6.61,26.325
02:18.0,2.61,26.4625
02:18.0,0,27.0625
02:18.0,0,27.52083333
02:18.0,0,27.775
02:18.0,0.01,27.62083333
02:18.0,10.02,27.25
02:18.0,21.83,26.73333333
02:18.0,42.41,25.62916667
02:18.0,0,26.37916667
02:18.0,54.21,25.77083333
02:18.0,0,26.1625
02:18.0,0,26.83333333
02:18.0,0.21,27.01666667
02:18.0,5.01,27.47083333
02:18.0,8.2,27.32916667
02:18.0,0,27.25416667
02:18.0,0,27.68333333
02:18.0,0.4,27.55
02:18.0,3.61,27.18333333
02:18.0,7.62,26.53333333
02:18.0,1.28,25.66666667
02:18.0,0,27.20416667
02:18.0,40.45,25.94166667
02:18.0,6,26.22083333
02:18.0,0,26.68333333
02:18.0,15,27.1625
02:18.0,6.02,26.72083333
02:18.0,39.41,25.9
02:18.0,1.82,26.16666667
02:18.0,0,27.54583333
02:18.0,0,27.39583333
02:18.0,1.2,26.75833333
02:18.0,43.01,26.3625
02:18.0,10.81,26.19583333
02:18.0,2.63,26.6125
02:18.0,0,27.37916667
02:18.0,10.61,26.82083333
02:18.0,56.4,24.95833333
02:18.0,0,26.92916667
02:18.0,31.83,25.325
02:18.0,0,27.15833333
02:18.0,0,27.24583333
02:18.0,0,27.575
02:18.0,0,27.60416667
02:18.0,0.02,26.8625
02:18.0,0,27.38333333
02:18.0,0,26.975
02:18.0,0,27.23333333
02:18.0,0,27.44583333
02:18.0,0,28.05416667
02:18.0,0.02,28.42083333
02:18.0,10.21,24.8625
02:18.0,0,26.67083333
02:18.0,0,27.4375
02:18.0,0,27.21666667
02:18.0,0.02,27.05416667
02:18.0,10.82,26.1375
02:18.0,21.03,25.41666667
02:18.0,11.81,26.74583333
02:18.0,0,27.22916667
02:18.0,0,26.3375
02:18.0,0.2,26.49166667
02:18.0,19.61,26.275
02:18.0,0,26.95416667
02:18.0,4.4,26.71666667
02:18.0,3.4,26.925
02:18.0,0,26.87916667
02:18.0,0,27.35
02:18.0,45.61,26.80416667
02:18.0,0.02,27.0625
02:18.0,7.81,27.13333333
02:18.0,33.44,26.61666667
02:18.0,29.81,26.51666667
02:18.0,0.01,27.73333333
02:18.0,0,27.55833333
02:18.0,13.21,26.05833333
02:18.0,0,26.22916667
02:18.0,11,27.37083333
02:18.0,0.01,26.67916667
02:18.0,0.02,26.15
02:18.0,0.41,26.40416667
02:18.0,26.45,25.82083333
02:18.0,0.41,26.9125
02:18.0,0,27.04166667
02:18.0,33.44,26.46666667
02:18.0,29.64,25.57916667
02:18.0,20.41,25.85
02:18.0,0,27.3375
02:18.0,0.43,26.19583333
02:18.0,0,27.45833333
02:18.0,0,27.02916667
02:18.0,0,26.575
02:18.0,0,27.69166667
02:18.0,0,27.09583333
02:18.0,0,27.41666667
02:18.0,0,27.45833333
02:18.0,23.22,27.08333333
02:18.0,0.01,26.9
02:18.0,0,27.6625
02:18.0,3.22,26.72916667
02:18.0,0,27.04583333
02:18.0,0,27.82083333
02:18.0,11.43,25.9375
02:18.0,6.21,25.99583333
02:18.0,0.81,27.15833333
02:18.0,0,27.5375
02:18.0,5.4,27.63333333
02:18.0,18.01,26.79583333
02:18.0,0.64,26.3375
02:18.0,2.43,26.30416667
02:18.0,0,27.20833333
02:18.0,2.44,26.12916667
02:18.0,0,27.0375
02:18.0,0,27.575
02:18.0,0,27.48333333
02:18.0,0.01,27.57083333
02:18.0,0,28.1625
02:18.0,0,26.975
02:18.0,0.02,26.875
02:18.0,1.81,27.2625
02:18.0,0,26.99583333
02:18.0,0,27.29166667
02:18.0,0.01,27.43333333
02:18.0,0,28.04166667
02:18.0,0,27.9125
02:18.0,0,27.7625
02:18.0,0.02,27.90833333
02:18.0,1,26.67083333
02:18.0,20.03,26.12083333
02:18.0,0,27.09583333
02:18.0,4.21,26.17916667
02:18.0,0,27.275
02:18.0,14.23,25.70833333
02:18.0,0.21,26.69166667
02:18.0,0,27.77916667
02:18.0,0,28.10833333
02:18.0,2,27.7125
02:18.0,0.42,27.55833333
02:18.0,49.43,25.51666667
02:18.0,5.45,25.65416667
02:18.0,27.23,25.92083333
02:18.0,0.21,26.3875
02:18.0,0,27.33333333
02:18.0,0,27.16666667
02:18.0,6.41,25.65416667
02:18.0,0,26.95
02:18.0,0,27.54166667
02:18.0,0,27.55
02:18.0,0,27.3
02:18.0,0,26.92916667
02:18.0,0,27.50833333
02:18.0,0,27.475
02:18.0,0,27.9125
02:18.0,0.01,28.12916667
02:18.0,20.22,24.68333333
02:18.0,0.21,26.27083333
02:18.0,0,27.29166667
02:18.0,0,27.925
02:18.0,0.82,27.15833333
02:18.0,3.2,27.32083333
02:18.0,0,26.925
02:18.0,0.22,26.6
02:18.0,52.42,25.975
02:18.0,0.03,26.525
02:18.0,7.02,26.20416667
02:18.0,10.42,26.13333333
02:18.0,5.21,27.12083333
02:18.0,0,27.0375
02:18.0,12.21,26.17916667
02:18.0,5.2,27.32916667
02:18.0,8.21,27.125
02:18.0,0,27.23333333
02:18.0,3.2,26.55416667
02:18.0,8.4,27.3125
02:18.0,51.41,26.1375
02:18.0,34.22,25.9
02:18.0,0.61,26.74166667
02:18.0,0,27.27916667
02:18.0,0,27.97083333
02:18.0,38.22,25.68333333
02:18.0,0.02,26.5875
02:18.0,0,27.40416667
02:18.0,15.42,25.87916667
02:18.0,0.83,26.99166667
02:18.0,0,27.59166667
02:18.0,0,27.48333333
02:18.0,0.02,26.34583333
02:18.0,0.42,26.55833333
02:18.0,0.02,26.18333333
02:18.0,0,26.60416667
02:18.0,0,27.4125
02:18.0,0.02,27.4125
02:18.0,0,28.05416667
02:18.0,0,29.18333333
02:18.0,47.83,27.075
02:18.0,64.62,25.64166667
02:18.0,1.82,26.09166667
02:18.0,0.01,26.60833333
02:18.0,8.41,26.86666667
02:18.0,0,26.89166667
02:18.0,0,27.47916667
02:18.0,0,26.6375
02:18.0,7.61,26.27083333
02:18.0,0,26.9625
02:18.0,10.6,27.42916667
02:18.0,0.4,26.90416667
02:18.0,4.02,26.84166667
02:18.0,0,26.76666667
02:18.0,7.41,26.09166667
02:18.0,0,27.11666667
02:18.0,0,27.67083333
02:18.0,0,26.60833333
02:18.0,6,26.2375
02:18.0,39.24,25.07083333
02:18.0,6.41,27.20833333
02:18.0,2.05,25.7375
02:18.0,22.22,24.9
02:18.0,5,26.49166667
02:18.0,30.01,26.37916667
02:18.0,1.63,26.375
02:18.0,8.42,25.525
02:18.0,12.41,25.59583333
02:18.0,0,26.99583333
02:18.0,1.21,27.17083333
02:18.0,0.22,26.98333333
02:18.0,2.02,25.8375
02:18.0,10.2,26.88333333
02:18.0,2.22,27.15833333
02:18.0,7.81,26.86666667
02:18.0,5.65,25.5625
02:18.0,0,26.18333333
02:18.0,0,26.45416667
02:18.0,0,26.99166667
02:18.0,17.6,26.275
02:18.0,0.41,26.07083333
02:18.0,0,26.8125
02:18.0,0.21,26.21666667
02:18.0,12.65,26.1375
02:18.0,0.02,26.19166667
02:18.0,0.4,26.2875
02:18.0,1.2,27.14583333
02:18.0,0.43,26.84583333
02:18.0,7.41,26.5
02:18.0,0.2,26.3125
02:18.0,0,26.76666667
02:18.0,0,26.87083333
02:18.0,0,26.85
02:18.0,0,26.90416667
02:18.0,26.81,27.22916667
02:18.0,17.22,26.45
02:18.0,0,26.9125
02:18.0,0,27.0375
02:18.0,0,26.42083333
02:18.0,0.6,26.75833333
02:18.0,0,27.29166667
02:18.0,6.61,26.57916667
