date,rainfall (mm),temperature (C)
01:58.5,0.81,28.36666667
01:58.5,0,28.4375
01:58.5,0,28.34166667
01:58.5,0,27.95833333
01:58.5,0,27.61666667
01:58.5,0,28.65
01:58.5,0,28.64166667
01:58.5,0,28.25833333
01:58.5,2.6,27.7375
01:58.5,0,27.775
01:58.5,0.43,26.10833333
01:58.5,2.81,26.1125
01:58.5,0,28.00833333
01:58.5,0,27.12916667
01:58.5,1.81,27.475
01:58.5,11.81,26.8875
01:58.5,0,28.75416667
01:58.5,0,29.425
01:58.5,4.6,27.77083333
01:58.5,0.01,27.42916667
01:58.5,11.02,26.55416667
01:58.5,0,26.99166667
01:58.5,0,27.47083333
01:58.5,0,27.50416667
01:58.5,0,26.59583333
01:58.5,0,27.5625
01:58.5,0,27.0375
01:58.5,0,28.32083333
01:58.5,0.81,28.40416667
01:58.5,0,28.20416667
01:58.5,1.82,27.07083333
01:58.5,1.4,27.1
01:58.5,2.02,27.5625
01:58.5,0,27.12916667
01:58.5,0,26.95416667
01:58.5,0,26.6625
01:58.5,0,27.04583333
01:58.5,0,28.07083333
01:58.5,8.01,26.50416667
01:58.5,2.81,26.4125
01:58.5,2.6,26.46666667
01:58.5,17.22,25.97916667
01:58.5,4.22,27.32916667
01:58.5,0.41,28.49166667
01:58.5,3.62,27.43333333
01:58.5,0.81,27.5375
01:58.5,5.6,27.525
01:58.5,0.23,26.80416667
01:58.5,0.01,27.44583333
01:58.5,1.41,26.88333333
01:58.5,0,28.79166667
01:58.5,5.21,26.61666667
01:58.5,0.2,27.38333333
01:58.5,0,28
01:58.5,0,28.74166667
01:58.5,2.8,28.87916667
01:58.5,0,28.95416667
01:58.5,0,28.88333333
01:58.5,0,29.78333333
01:58.5,0,28.75
01:58.5,0,29.67916667
01:58.5,3.01,28.61666667
01:58.5,0.2,28.3125
01:58.5,0,28.8
01:58.5,0,28.8875
01:58.5,4.2,28.725
01:58.5,0,28.75
01:58.5,0,29.1875
01:58.5,0,28.6875
01:58.5,0,29.19166667
01:58.5,0,28.3125
01:58.5,2.21,28.7875
01:58.5,0,28.79166667
01:58.5,24,27.74166667
01:58.5,0,28.91666667
01:58.5,0,29.58333333
01:58.5,0,28.84583333
01:58.5,0,27.6875
01:58.5,0,29.16666667
01:58.5,4.81,28.95416667
01:58.5,0,28.45416667
01:58.5,0.04,27.91666667
01:58.5,3.61,26.61666667
01:58.5,0.01,27.68333333
01:58.5,14.21,26.31666667
01:58.5,0.6,25.84166667
01:58.5,2.4,26.225
01:58.5,0,26.87916667
01:58.5,9.82,26.57083333
01:58.5,54.61,25.74583333
01:58.5,0.64,26.07083333
01:58.5,1.43,26.9875
01:58.5,0.81,26.5375
01:58.5,0.02,27.06666667
01:58.5,9.81,27.55
01:58.5,41.22,26.49583333
01:58.5,35,26.85
01:58.5,33.84,26.1625
01:58.5,0,26.81666667
01:58.5,0,27.27916667
01:58.5,0,27.74583333
01:58.5,0,27.80833333
01:58.5,2.21,26.85416667
01:58.5,30.42,25.04166667
01:58.5,0,26.85833333
01:58.5,0.8,27.84166667
01:58.5,0,28.1625
01:58.5,0,27.6625
01:58.5,0,28.725
01:58.5,12.23,26.84166667
01:58.5,0,27.3375
01:58.5,0,26.42083333
01:58.5,0,27.20416667
01:58.5,0.8,27.75833333
01:58.5,5.8,27.04166667
01:58.5,116.42,24.2625
01:58.5,0,26.70416667
01:58.5,0.42,27.16666667
01:58.5,0,27.11666667
01:58.5,3.01,27.20833333
01:58.5,11.61,27.43333333
01:58.5,0,27.60416667
01:58.5,2.8,27.2375
01:58.5,19,27.825
01:58.5,11.02,27.2625
01:58.5,31,27.225
01:58.5,0,27.39583333
01:58.5,0,26.95
01:58.5,3.4,26.825
01:58.5,13.01,26.65833333
01:58.5,0,27.62916667
01:58.5,0,28.12916667
01:58.5,0,28.79166667
01:58.5,0,28.27916667
01:58.5,0,29.14166667
01:58.5,0,29.45833333
01:58.5,8.81,27.9875
01:58.5,0,28.6375
01:58.5,0,27.425
01:58.5,0,27.975
01:58.5,0,28.2125
01:58.5,2.61,28.37916667
01:58.5,0,28.50833333
01:58.5,27.21,26.72083333
01:58.5,15.83,26.425
01:58.5,1.21,26
01:58.5,2.61,27.22916667
01:58.5,1.4,26.88333333
01:58.5,10.82,26.86666667
01:58.5,2.42,27.44166667
01:58.5,23,26.42916667
01:58.5,0.4,27.84166667
01:58.5,9.25,27.15416667
01:58.5,1.6,28.07916667
01:58.5,0,28.8
01:58.5,15.02,26.70833333
01:58.5,29.42,26.49166667
01:58.5,8.01,26.8875
01:58.5,1,27.6375
01:58.5,21.61,26.5375
01:58.5,0,26.81666667
01:58.5,5.8,26.77916667
01:58.5,0,28.12083333
01:58.5,4.61,28.19166667
01:58.5,10.62,27.1375
01:58.5,3.21,28.01666667
01:58.5,0.22,28.24583333
01:58.5,21.41,25.6625
01:58.5,0,26.51666667
01:58.5,0,27.08333333
01:58.5,49.6,26.47916667
01:58.5,33.42,25.125
01:58.5,21.2,24.3625
01:58.5,0,27.1
01:58.5,0,26.97916667
01:58.5,0,26.91666667
01:58.5,22.6,27.0875
01:58.5,2.82,27.64583333
01:58.5,3.27,26.83333333
01:58.5,29.23,26.27916667
01:58.5,21.01,25.77916667
01:58.5,0.22,25.6375
01:58.5,0,26.9375
01:58.5,0,27.15
01:58.5,0.06,26.43333333
01:58.5,6.02,26.91666667
01:58.5,39,27.09583333
01:58.5,3.6,26.675
01:58.5,0.86,25.64166667
01:58.5,3.22,26.35833333
01:58.5,70.44,25.94166667
01:58.5,4.66,25.84583333
01:58.5,0,26.875
01:58.5,0,28.14583333
01:58.5,32.6,27.7625
01:58.5,0,28.54583333
01:58.5,97.83,25.12916667
01:58.5,8.61,26.17916667
01:58.5,0.6,27.43333333
01:58.5,8.02,26.8625
01:58.5,2.03,28.17083333
01:58.5,0,28.075
01:58.5,0.41,28.075
01:58.5,0.2,28.13333333
01:58.5,1,27.1875
01:58.5,0,26.77083333
01:58.5,0,27.525
01:58.5,0,28.29166667
01:58.5,20.21,28.0625
01:58.5,25.42,27.85
01:58.5,4.6,28.56666667
01:58.5,1.61,26.7375
01:58.5,3.85,25.87083333
01:58.5,15.03,26.43333333
01:58.5,39.03,26.46666667
01:58.5,5.42,27.83333333
01:58.5,30.81,27.12083333
01:58.5,0.8,27.54166667
01:58.5,128.61,24.90833333
01:58.5,3.8,25.02083333
01:58.5,16.62,26.24166667
01:58.5,14.61,26.55833333
01:58.5,3.01,27.64583333
01:58.5,0.6,27.54166667
01:58.5,0,27.09583333
01:58.5,0,27.36666667
01:58.5,0,27.39166667
01:58.5,0,28.05833333
01:58.5,11,27.17083333
01:58.5,2,27.61666667
01:58.5,0,27.55833333
01:58.5,0,27.59583333
01:58.5,0,27.65416667
01:58.5,0,27.57083333
01:58.5,2.4,27.39166667
01:58.5,2.01,27.075
01:58.5,0,26.59166667
01:58.5,17.6,25.27083333
01:58.5,0,26.64583333
01:58.5,0,27.45416667
01:58.5,0,27.34166667
01:58.5,0,26.85
01:58.5,6.6,26.79583333
01:58.5,4.81,26.30833333
01:58.5,0,26.28333333
01:58.5,0,26.64166667
01:58.5,0,26.92083333
01:58.5,0,27.46666667
01:58.5,0,27.68333333
01:58.5,1.6,27.85416667
01:58.5,0,27.76666667
01:58.5,25.4,26.0125
01:58.5,13.22,25.80833333
01:58.5,221,25.17916667
01:58.5,0,27.47083333
01:58.5,0,27.51666667
01:58.5,2.6,27.5625
01:58.5,5,27.45
01:58.5,0,27.6125
01:58.5,66.4,25.25833333
01:58.5,1.01,25.94166667
01:58.5,0,27.725
01:58.5,0,27.67916667
01:58.5,3.2,26.80833333
01:58.5,0,27.60416667
01:58.5,0,27.3125
01:58.5,0,27.32083333
01:58.5,20.01,25.41666667
01:58.5,6.22,24.97083333
01:58.5,3.61,26.53333333
01:58.5,35.02,26.7
01:58.5,0,27.5375
01:58.5,17.42,25.47083333
01:58.5,0,26.9875
01:58.5,19.21,25.87916667
01:58.5,31.22,26.57083333
01:58.5,12.42,25.87916667
01:58.5,74.02,24.6
01:58.5,6.21,26.60416667
01:58.5,0.82,27.825
01:58.5,13.21,25.97916667
01:58.5,0.6,26.65833333
01:58.5,0.02,26.84166667
01:58.5,0,27.20833333
01:58.5,52.4,24.12916667
01:58.5,0.22,25.72083333
01:58.5,8.01,26.35
01:58.5,3.2,26.30416667
01:58.5,0,27.3625
01:58.5,0,28.07083333
01:58.5,0,27.96666667
01:58.5,13.61,28.125
01:58.5,0,28.325
01:58.5,0,27.84583333
01:58.5,0.21,27.575
01:58.5,0.81,26.775
01:58.5,4.64,26.3875
01:58.5,2.62,25.9125
01:58.5,0,27.35416667
01:58.5,0,28.15833333
01:58.5,0,28.87916667
01:58.5,0,28.39583333
01:58.5,5,28.06666667
01:58.5,1.81,25.84166667
01:58.5,3.2,26.27916667
01:58.5,0,28.1
01:58.5,0,28.8125
01:58.5,0,27.9375
01:58.5,29.8,26.41666667
01:58.5,0,27.15833333
01:58.5,5.8,27.07916667
01:58.5,7.42,25.8375
01:58.5,11,26.99166667
01:58.5,0.64,26.25
01:58.5,2.25,26.17083333
01:58.5,15.25,25.1625
01:58.5,34.04,24.67083333
01:58.5,1.01,26.76666667
01:58.5,0.81,27.84583333
01:58.5,0,27.3375
01:58.5,0,27.6
01:58.5,0,26.97083333
01:58.5,0,26.67916667
01:58.5,0,27.27083333
01:58.5,0,28.8875
01:58.5,2.81,28.5
01:58.5,1.02,27.15416667
01:58.5,6.42,27.80416667
01:58.5,0,28.87916667
01:58.5,0,28.98333333
01:58.5,0,28.79583333
01:58.5,0,28.02083333
01:58.5,0.81,27.56666667
01:58.5,12.64,26.15
01:58.5,7.64,26.31666667
01:58.5,2.2,27.77916667
01:58.5,1.23,26.37916667
01:58.5,0,27.425
01:58.5,0,28.42083333
01:58.5,0,28.52083333
01:58.5,0.2,28.9625
01:58.5,4.43,27.49583333
01:58.5,0,28.85
01:58.5,0,29.35416667
01:58.5,15,28.61666667
01:58.5,22.02,25.99583333
01:58.5,17.84,27.29166667
01:58.5,0,28.75416667
01:58.5,0,28.04166667
01:58.5,0.02,27.94583333
01:58.5,0,28.525
01:58.5,0,28.62916667
01:58.5,0,28.48333333
01:58.5,2.4,27.20833333
01:58.5,0.8,27.34583333
01:58.5,0,27.8375
01:58.5,0.02,27.89166667
01:58.5,0,27.7
01:58.5,10.41,27.16666667
01:58.5,0,27.86666667
01:58.5,0,29.53333333
01:58.5,0,29.2
01:58.5,0,28.34583333
01:58.5,2.81,26.88333333
01:58.5,0,26.82916667
01:58.5,0,27.33333333
01:58.5,0,28.02916667
01:58.5,0,28.44583333
01:58.5,0,29.49166667
01:58.5,0,28.3625
01:58.5,0,26.91666667
01:58.5,0,27.17083333
01:58.5,4.8,27.46666667
01:58.5,0,28.07916667
01:58.5,31.61,26.83333333
01:58.5,14.21,27.40416667
01:58.5,0,28.43333333
01:58.5,2.83,26.33333333
01:58.5,0.01,27.89166667
01:58.5,0,28.54583333
01:58.5,0,27.44583333
01:58.5,0,28.03333333
01:58.5,0,29.10416667
01:58.5,1.41,29.1625
01:58.5,0,28.43333333
01:58.5,0,27.325
01:58.5,0,27.575
01:58.5,1.4,26.86666667
01:58.5,30.03,25.67916667
01:58.5,0,26.81666667
01:58.5,0,27.90833333
01:58.5,1.4,28.19583333
01:58.5,0,27.67083333
01:58.5,0,27.6625
01:58.5,0,27.25
01:58.5,0.03,27.28333333
01:58.5,0,27.61666667
01:58.5,0,27.37083333
01:58.5,0.6,28.42083333
01:58.5,21.42,28.35
01:58.5,2.41,28.15416667
01:58.5,0,27.8625
01:58.5,0.4,27.70416667
01:58.5,16.43,27.25
01:58.5,0.21,27.90833333
01:58.5,0.8,27.45833333
01:58.5,4.65,26.5375
01:58.5,6.41,26.76666667
01:58.5,0,26.06666667
01:58.5,0,27.3625
01:58.5,0.02,27.325
01:58.5,0,27.43333333
01:58.5,0,27.0375
01:58.5,0,27.66666667
01:58.5,0,27.70416667
01:58.5,0,27.85416667
01:58.5,0,28.37083333
01:58.5,0,28.675
01:58.5,0,28.30416667
01:58.5,6.6,26.84166667
01:58.5,5.8,27.4375
01:58.5,8.8,27.4375
01:58.5,1.6,26.53333333
01:58.5,10.2,27.4
01:58.5,0.21,27.43333333
01:58.5,0,27.30416667
01:58.5,0,27.68333333
01:58.5,0,27.64583333
01:58.5,0.2,27.24583333
01:58.5,0.01,27.64166667
01:58.5,0,29.275
01:58.5,0,28.30833333
01:58.5,0.6,27.01666667
01:58.5,1.81,27.36666667
01:58.5,0,26.50833333
01:58.5,3.21,28.0125
01:58.5,0,27.85833333
01:58.5,0,27.575
01:58.5,0.81,27.81666667
01:58.5,0,28.61666667
01:58.5,0,29.78333333
01:58.5,0,29.39583333
01:58.5,0,27.67916667
01:58.5,0.2,28.32083333
01:58.5,6.61,28.4875
01:58.5,2.63,27.72916667
01:58.5,0,27.73333333
01:58.5,0,28.25833333
01:58.5,0.6,28.39166667
01:58.5,65.4,27.7375
01:58.5,1.42,27.4875
01:58.5,0,26.78333333
01:58.5,3.4,27.175
01:58.5,46.01,27.175
01:58.5,0.81,26.97083333
01:58.5,0,28.18333333
01:58.5,0,28.59583333
01:58.5,0,28.44583333
01:58.5,0,28.08333333
01:58.5,0,26.9875
01:58.5,0,27.76666667
01:58.5,15.8,27.375
01:58.5,0,27.89583333
01:58.5,1.41,27.1375
01:58.5,19.4,26.66666667
01:58.5,10.61,26.08333333
01:58.5,6.6,28.45
01:58.5,12.6,26.80416667
01:58.5,0,26.17083333
01:58.5,0,27.0375
01:58.5,56.01,25.6625
01:58.5,0,26.84166667
01:58.5,0,27.75833333
01:58.5,0,27.46666667
01:58.5,23.84,25.4
01:58.5,0,27.1
01:58.5,0,27.30833333
01:58.5,0.61,27.81666667
01:58.5,0.2,27.79583333
01:58.5,0,27.7
01:58.5,0.42,27.125
01:58.5,0,26.8625
01:58.5,0,27.425
01:58.5,0,28.14583333
01:58.5,17.65,25.97916667
01:58.5,13.63,26.39166667
01:58.5,8.03,25.56666667
01:58.5,7.82,26.62916667
01:58.5,0,28.425
01:58.5,1,27.92916667
01:58.5,0,28.7625
01:58.5,6.61,28.625
01:58.5,16.83,26.82916667
01:58.5,57.62,26.725
01:58.5,10.61,26.1375
01:58.5,8.02,26.875
01:58.5,0,27.85833333
01:58.5,0,28.925
01:58.5,0,27.225
01:58.5,0,27.07916667
01:58.5,2.62,27.25
01:58.5,0,27.6125
01:58.5,0,28.69583333
01:58.5,1,26.73333333
01:58.5,0,28.24166667
01:58.5,0,28.24583333
01:58.5,25.47,25.025
01:58.5,4.43,26.69583333
01:58.5,0.41,27.06666667
01:58.5,4.21,27.37083333
01:58.5,2.21,26.78333333
01:58.5,0,27.85416667
01:58.5,13.4,26.25833333
01:58.5,2.62,26.52083333
01:58.5,0,27.42083333
01:58.5,0,27.59583333
01:58.5,0,27.43333333
01:58.5,9.02,26.69166667
01:58.5,0,28.49166667
01:58.5,6.24,27.86666667
01:58.5,18.62,26.94166667
01:58.5,34.81,25.40416667
01:58.5,5.21,26.06666667
01:58.5,0,27.1875
01:58.5,0.81,26.82916667
01:58.5,5.43,25.96666667
01:58.5,1.43,26.95833333
01:58.5,0.61,27.17083333
01:58.5,0,27.42916667
01:58.5,0,26.67916667
01:58.5,8.01,26.875
01:58.5,18.63,26.20833333
01:58.5,0.41,26.45
01:58.5,2.2,27.55416667
01:58.5,34.03,26.675
01:58.5,0,26.54583333
01:58.5,0.2,27.4
01:58.5,7.22,26.48333333
01:58.5,12.45,26.22083333
01:58.5,10.61,25.73333333
01:58.5,0,27.35
01:58.5,0.6,27.7
01:58.5,1.23,25.90833333
01:58.5,0,27.675
01:58.5,22.41,26.53333333
01:58.5,1,26.3
01:58.5,0,26.4375
01:58.5,0,26.45416667
01:58.5,4.02,27.13333333
01:58.5,4,25.85833333
01:58.5,5.62,26.775
01:58.5,12.21,26.62916667
01:58.5,2.47,26.66666667
01:58.5,0.61,27.32083333
01:58.5,0,26.9
01:58.5,20.82,25.81666667
01:58.5,27.61,25.5875
01:58.5,4.4,28.09583333
01:58.5,0.6,27.40833333
01:58.5,4.21,27.19166667
01:58.5,34.63,26.48333333
01:58.5,20.44,25.82083333
01:58.5,48.86,25.25416667
01:58.5,0,26.27916667
01:58.5,0,26.86666667
01:58.5,5.4,26.29166667
01:58.5,11.21,26.725
01:58.5,4.24,25.52916667
01:58.5,6.01,26.27083333
01:58.5,16.42,25
01:58.5,2.63,25.07916667
01:58.5,0,26.71666667
01:58.5,100.47,25.91666667
01:58.5,10.81,26.96666667
01:58.5,44.83,24.42083333
01:58.5,4.81,25.12083333
01:58.5,14.43,24.55
01:58.5,4.43,25.23333333
01:58.5,0,25.52083333
01:58.5,0.8,25.77916667
01:58.5,0,27.61666667
01:58.5,0,26.70416667
